code_id,family,n,k,rate,condition,snr_db,decoder,trials,errors,bler,bler_wilson_low,bler_wilson_high,alarm_rate,cap_rate,success_rate,median_components_generated,p90_components_generated,p99_components_generated,mean_components_generated,median_membership_queries,p90_membership_queries,p99_membership_queries,mean_membership_queries,median_latent_queues_touched,p90_latent_queues_touched,p99_latent_queues_touched,mean_latent_queues_touched,median_queue_touch_fraction,p90_queue_touch_fraction,p99_queue_touch_fraction,mean_queue_touch_fraction,median_valid_witnesses,p90_valid_witnesses,p99_valid_witnesses,mean_valid_witnesses,median_unique_candidates,p90_unique_candidates,p99_unique_candidates,mean_unique_candidates,median_complete_marginal_candidates,p90_complete_marginal_candidates,p99_complete_marginal_candidates,mean_complete_marginal_candidates,median_state_word_metric_evals,p90_state_word_metric_evals,p99_state_word_metric_evals,mean_state_word_metric_evals,median_bit_metric_accumulations,p90_bit_metric_accumulations,p99_bit_metric_accumulations,mean_bit_metric_accumulations,median_osd_reprocessings,p90_osd_reprocessings,p99_osd_reprocessings,mean_osd_reprocessings,median_bch_decode_attempts,p90_bch_decode_attempts,p99_bch_decode_attempts,mean_bch_decode_attempts,median_preprocessing_state_metrics,p90_preprocessing_state_metrics,p99_preprocessing_state_metrics,mean_preprocessing_state_metrics,median_wall_seconds,p90_wall_seconds,p99_wall_seconds,mean_wall_seconds,median_first_component_gap,p90_first_component_gap,p99_first_component_gap,mean_first_component_gap
BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,event_ls_adaptive_l2,500,0,0.0,4.336808689942018e-19,0.007624340461552241,0.0,0.0,1.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,64.0,64.0,256.0,70.016,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,1.0,1.0,1.0,1.0,0.008286459487862885,0.010302833677269519,0.012417981351027264,0.008409650524379685,,,,
BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,event_ls_first,500,0,0.0,4.336808689942018e-19,0.007624340461552241,0.0,0.0,1.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,64.0,64.0,256.0,70.016,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,1.0,1.0,1.0,1.0,0.008286459487862885,0.010302833677269519,0.012417981351027264,0.008409650524379685,,,,
BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,event_state_sweep_chase_bch,500,0,0.0,4.336808689942018e-19,0.007624340461552241,0.0,0.0,1.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,64.0,64.0,256.0,70.016,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,1.0,1.0,1.0,1.0,0.008286459487862885,0.010302833677269519,0.012417981351027264,0.008409650524379685,,,,
BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,event_state_sweep_osd,500,0,0.0,4.336808689942018e-19,0.007624340461552241,0.0,0.0,1.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,64.0,64.0,256.0,70.016,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,1.0,1.0,1.0,1.0,0.008286459487862885,0.010302833677269519,0.012417981351027264,0.008409650524379685,,,,
BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,normal_code_decoder,500,0,0.0,4.336808689942018e-19,0.007624340461552241,0.0,0.0,1.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,1.0,1.0,4.0,1.094,64.0,64.0,256.0,70.016,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,1.0,1.0,1.0,1.0,0.008239593997132033,0.010243912250734866,0.01234267609543167,0.008354503027861938,,,,
BCH64_45,extended_bch,64,45,0.703125,slip_early,8.0,event_ls_adaptive_l2,100,1,0.01,0.0017674320641406505,0.054486196178705315,0.99,0.02,1.0,44.0,232.30000000000013,20022.0,504.98,22.0,205.80000000000007,18026.250000000004,446.71,18.5,63.0,63.0,28.14,0.30158730158730157,1.0,1.0,0.4565079365079365,3.0,6.0,8.010000000000005,3.51,3.0,6.0,8.010000000000005,3.48,3.0,6.0,8.010000000000005,3.48,65.0,68.0,70.01,64.86,4160.0,4352.0,4480.64,4151.04,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,64.0,64.0,64.0,63.37,0.011891932575963438,0.016897706699091943,0.3522398027870807,0.02019630406750366,2.121861924919699e-05,0.0029552214894849275,0.3336633823809086,0.012459181346695995
BCH64_45,extended_bch,64,45,0.703125,slip_early,8.0,event_ls_first,100,1,0.01,0.0017674320641406505,0.054486196178705315,0.99,0.0,1.0,43.0,196.90000000000026,808.2600000000042,105.24,21.0,172.70000000000022,757.9800000000041,81.3,18.0,63.0,63.0,27.04,0.2857142857142857,1.0,1.0,0.43904761904761896,3.0,6.0,8.010000000000005,3.48,3.0,6.0,8.010000000000005,3.48,2.0,5.0,7.010000000000005,2.49,2.0,5.0,7.010000000000005,2.49,128.0,320.0,448.6400000000003,159.36,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,64.0,64.0,64.0,63.37,0.012177378055639565,0.016352024546358736,0.024245486977743067,0.0130577696650289,0.0,0.0,0.0,0.0
BCH64_45,extended_bch,64,45,0.703125,slip_early,8.0,event_state_sweep_chase_bch,100,1,0.01,0.0017674320641406505,0.054486196178705315,0.99,0.0,1.0,253.0,253.0,253.0,250.69,0.0,0.0,0.0,0.0,63.0,63.0,63.0,62.38,1.0,1.0,1.0,1.0,28.5,38.0,45.0,28.47,28.5,38.0,45.0,28.47,28.5,38.0,45.0,28.47,1639.0,2205.1,2526.2400000000007,1639.23,104896.0,141126.4,161679.36000000004,104910.72,0.0,0.0,0.0,0.0,253.0,253.0,253.0,250.69,64.0,64.0,64.0,63.37,0.09255761804524809,0.09958903421647847,0.10498561278218405,0.09218254482839257,,,,
BCH64_45,extended_bch,64,45,0.703125,slip_early,8.0,event_state_sweep_osd,100,63,0.63,0.5322052958094291,0.7181763946567546,0.99,0.0,1.0,318.0,318.0,318.0,315.04,0.0,0.0,0.0,0.0,8.0,8.0,8.0,7.93,0.12698412698412698,0.12698412698412698,0.13571428571429017,0.1357142857142857,242.5,277.1,298.03000000000003,235.81,242.5,277.1,298.03000000000003,235.81,242.5,277.1,298.03000000000003,235.81,15153.5,17234.100000000002,18650.03,14701.65,969824.0,1102982.4000000001,1193601.92,940905.6,296.0,296.0,296.0,293.04,22.0,22.0,22.0,22.0,64.0,64.0,64.0,63.37,0.22156642645131797,0.24647144151385875,0.27031385990208956,0.2207989396119956,,,,
BCH64_45,extended_bch,64,45,0.703125,slip_early,8.0,normal_code_decoder,100,100,1.0,0.9630065017930143,1.0,0.0,0.0,0.88,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,7.010000000000005,2.49,2.0,5.0,7.010000000000005,2.49,2.0,5.0,7.010000000000005,2.49,2.0,5.0,7.010000000000005,2.49,128.0,320.0,448.6400000000003,159.36,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,1.0,1.0,1.0,1.0,0.008013096987269819,0.01021254202350974,0.011592175386613274,0.00825665179057978,,,,
BCH64_45,extended_bch,64,45,0.703125,slip_uniform,8.0,event_ls_adaptive_l2,100,0,0.0,3.469446951953614e-18,0.03699349820698568,0.94,0.04,1.0,65.0,340.3000000000003,20022.0,944.82,43.0,310.10000000000025,18417.87,853.53,37.5,63.0,63.0,38.36,0.6746031746031746,1.0,1.0,0.6679365079365078,3.0,7.0,8.04000000000002,3.67,3.0,7.0,8.010000000000005,3.59,3.0,7.0,8.010000000000005,3.59,65.0,69.0,70.01,61.87,4160.0,4416.0,4480.64,3959.68,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,64.0,64.0,64.0,60.22,0.012384222587570548,0.018106600141618412,0.3701251893595327,0.027375992209417745,6.707039637099399e-05,0.04281109132649708,0.46210518526391575,0.027023674343913458
BCH64_45,extended_bch,64,45,0.703125,slip_uniform,8.0,event_ls_first,100,0,0.0,3.469446951953614e-18,0.03699349820698568,0.94,0.0,1.0,65.0,263.60000000000014,845.4100000000145,149.26,43.0,236.9000000000001,788.4200000000135,122.9,37.5,63.0,63.0,38.04,0.6666666666666666,1.0,1.0,0.6628571428571428,3.0,7.0,8.010000000000005,3.59,3.0,7.0,8.010000000000005,3.59,2.0,6.0,7.010000000000005,2.65,2.0,6.0,7.010000000000005,2.65,128.0,384.0,448.6400000000003,169.6,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,64.0,64.0,64.0,60.22,0.01284194499021396,0.01805824647890404,0.0256627255852802,0.013660346617689357,0.0,0.0,0.0,0.0
BCH64_45,extended_bch,64,45,0.703125,slip_uniform,8.0,event_state_sweep_chase_bch,100,0,0.0,3.469446951953614e-18,0.03699349820698568,0.94,0.0,1.0,253.0,253.0,253.0,239.14,0.0,0.0,0.0,0.0,63.0,63.0,63.0,59.28,1.0,1.0,1.0,1.0,27.5,37.0,46.04000000000002,27.24,27.5,37.0,46.04000000000002,27.24,27.5,37.0,46.04000000000002,27.24,1576.5,2082.1,2710.310000000001,1551.82,100896.0,133254.4,173459.84000000005,99316.48,0.0,0.0,0.0,0.0,253.0,253.0,253.0,239.14,64.0,64.0,64.0,60.22,0.09080216562142596,0.09940710960654542,0.10685461162240245,0.086725377360126,,,,
BCH64_45,extended_bch,64,45,0.703125,slip_uniform,8.0,event_state_sweep_osd,100,80,0.8,0.7111708344068411,0.8666330666689676,0.94,0.0,1.0,318.0,318.0,318.0,300.24,0.0,0.0,0.0,0.0,8.0,8.0,8.0,7.58,0.12698412698412698,0.12698412698412698,1.0,0.17936507936507934,242.0,273.20000000000005,299.03000000000003,222.32,242.0,273.20000000000005,299.03000000000003,222.32,242.0,273.20000000000005,299.03000000000003,222.32,15183.0,17012.3,18651.03,13841.86,971712.0,1088787.2,1193665.92,885879.04,296.0,296.0,296.0,278.24,22.0,22.0,22.0,22.0,64.0,64.0,64.0,60.22,0.2195386324892752,0.24596070708939807,0.25639444084488794,0.20855885637225582,,,,
BCH64_45,extended_bch,64,45,0.703125,slip_uniform,8.0,normal_code_decoder,100,93,0.93,0.8625048526092651,0.9656807389327273,0.0,0.0,0.87,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,7.010000000000005,2.65,2.0,6.0,7.010000000000005,2.65,2.0,6.0,7.010000000000005,2.65,2.0,6.0,7.010000000000005,2.65,128.0,384.0,448.6400000000003,169.6,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,1.0,1.0,1.0,1.0,0.008181171957403421,0.009808701998554171,0.011616018352797257,0.008214203743264079,,,,
POLAR64_48,polar,64,48,0.75,no_slip,8.5,event_ls_adaptive_l2,500,0,0.0,4.336808689942018e-19,0.007624340461552241,0.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.009009132976643741,0.011141112132463604,0.013441736014792687,0.009256169068161398,,,,
POLAR64_48,polar,64,48,0.75,no_slip,8.5,event_ls_first,500,0,0.0,4.336808689942018e-19,0.007624340461552241,0.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.009009132976643741,0.011141112132463604,0.013441736014792687,0.009256169068161398,,,,
POLAR64_48,polar,64,48,0.75,no_slip,8.5,event_state_sweep_osd,500,0,0.0,4.336808689942018e-19,0.007624340461552241,0.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.009009132976643741,0.011141112132463604,0.013441736014792687,0.009256169068161398,,,,
POLAR64_48,polar,64,48,0.75,no_slip,8.5,event_state_sweep_polar_scflip,500,0,0.0,4.336808689942018e-19,0.007624340461552241,0.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.009009132976643741,0.011141112132463604,0.013441736014792687,0.009256169068161398,,,,
POLAR64_48,polar,64,48,0.75,no_slip,8.5,normal_code_decoder,500,0,0.0,4.336808689942018e-19,0.007624340461552241,0.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.008970838971436024,0.011081666545942427,0.01337379269883967,0.009214792986866087,,,,
POLAR64_48,polar,64,48,0.75,slip_early,8.5,event_ls_adaptive_l2,100,1,0.01,0.0017674320641406505,0.054486196178705315,0.99,0.02,1.0,23.0,92.0,20005.0,435.59,18.0,87.0,18410.280000000002,400.73,16.0,63.0,63.0,20.62,0.26190476190476186,1.0,1.0,0.33714285714285713,6.0,6.0,9.0,6.05,6.0,6.0,6.0,5.99,6.0,6.0,6.0,5.99,68.0,68.0,68.0,67.37,4352.0,4352.0,4352.0,4311.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,63.37,0.012140437494963408,0.015847047336865216,0.3611475322477055,0.01980758983409032,1.6985194744023602e-05,0.016203466129170084,0.44366299187959407,0.016074062863974725
POLAR64_48,polar,64,48,0.75,slip_early,8.5,event_ls_first,100,1,0.01,0.0017674320641406505,0.054486196178705315,0.99,0.0,1.0,22.5,84.0,276.1600000000001,35.92,17.5,79.0,259.2000000000001,30.62,16.0,63.0,63.0,19.65,0.25396825396825395,1.0,1.0,0.3217460317460317,6.0,6.0,6.0,5.99,6.0,6.0,6.0,5.99,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,63.37,0.012513466004747897,0.015314406843390315,0.021266058351611723,0.012884464387316257,0.0,0.0,0.0,0.0
POLAR64_48,polar,64,48,0.75,slip_early,8.5,event_state_sweep_osd,100,68,0.68,0.5833738138954762,0.7633085267500092,0.99,0.0,1.0,301.0,301.0,301.0,298.04,0.0,0.0,0.0,0.0,8.0,8.0,8.0,7.93,0.12698412698412698,0.12698412698412698,0.13571428571429017,0.1357142857142857,258.5,288.0,301.0,252.76,258.5,288.0,301.0,252.76,258.5,288.0,301.0,252.76,15975.5,17834.0,18653.0,15613.88,1022432.0,1141376.0,1193792.0,999288.32,296.0,296.0,296.0,293.04,0.0,0.0,0.0,0.0,64.0,64.0,64.0,63.37,0.2908066589734517,0.3281214159913361,0.36859879947965973,0.2858400138304569,,,,
POLAR64_48,polar,64,48,0.75,slip_early,8.5,event_state_sweep_polar_scflip,100,1,0.01,0.0017674320641406505,0.054486196178705315,0.99,0.0,1.0,320.0,320.0,320.0,316.85,0.0,0.0,0.0,0.0,63.0,63.0,63.0,62.38,1.0,1.0,1.0,1.0,284.0,293.1,300.0,281.91,284.0,293.1,300.0,281.91,284.0,293.1,300.0,281.91,17582.0,18155.3,18590.0,17450.33,1125248.0,1161939.2,1189760.0,1116821.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,63.37,0.23429974855389446,0.25257362953852863,0.27154376223217697,0.22902461220743134,,,,
POLAR64_48,polar,64,48,0.75,slip_early,8.5,normal_code_decoder,100,100,1.0,0.9630065017930143,1.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.008875191502738744,0.011269247648306191,0.013068213759688665,0.009148711040616035,,,,
POLAR64_48,polar,64,48,0.75,slip_uniform,8.5,event_ls_adaptive_l2,100,1,0.01,0.0017674320641406505,0.054486196178705315,0.95,0.0,1.0,45.5,103.20000000000002,523.3700000000043,70.03,40.5,96.20000000000002,495.91000000000406,63.87,40.0,63.0,63.0,38.21,0.6507936507936508,1.0,1.0,0.6557142857142857,6.0,6.0,6.0,5.95,6.0,6.0,6.0,5.95,6.0,6.0,6.0,5.95,68.0,68.0,68.0,64.85,4352.0,4352.0,4352.0,4150.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,60.85,0.012669910967815667,0.0178386332700029,0.0248220909247176,0.013437062258599326,1.0341928387447297e-05,0.0006741627342222501,0.051728638261328015,0.0031074904254293333
POLAR64_48,polar,64,48,0.75,slip_uniform,8.5,event_ls_first,100,1,0.01,0.0017674320641406505,0.054486196178705315,0.95,0.0,1.0,45.5,103.20000000000002,523.3700000000043,70.03,40.5,96.20000000000002,495.91000000000406,63.87,40.0,63.0,63.0,38.21,0.6507936507936508,1.0,1.0,0.6557142857142857,6.0,6.0,6.0,5.95,6.0,6.0,6.0,5.95,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,60.85,0.012642282526940107,0.01940247690072284,0.025954268069472288,0.013960014755139128,0.0,0.0,0.0,0.0
POLAR64_48,polar,64,48,0.75,slip_uniform,8.5,event_state_sweep_osd,100,88,0.88,0.8018790057328857,0.9300059356298052,0.95,0.0,1.0,301.0,301.0,301.0,286.2,0.0,0.0,0.0,0.0,8.0,8.0,8.0,7.65,0.12698412698412698,0.12698412698412698,1.0,0.17063492063492058,256.5,285.1,301.0,241.07,256.5,285.1,301.0,241.07,256.5,285.1,301.0,241.07,15849.5,17651.3,18653.0,14877.41,1014368.0,1129683.2,1193792.0,952154.24,296.0,296.0,296.0,281.2,0.0,0.0,0.0,0.0,64.0,64.0,64.0,60.85,0.2840781255508773,0.3255656273802742,0.36716891165939164,0.26891553958994335,,,,
