decoder,decoded_int,success,cap_hit,stop_reason,alarm,trigger_metric,components_generated,membership_queries,latent_hypotheses_available,latent_queues_touched,valid_witnesses,unique_candidates,complete_marginal_candidates,state_word_metric_evals,bit_metric_accumulations,osd_reprocessings,bch_decode_attempts,preprocessing_state_metrics,wall_seconds,first_component_gap,queue_touch_fraction,frame_uid,code_id,family,n,k,rate,condition,snr_db,true_label,transmitted_int,decoded_correct,trigger_threshold
normal_code_decoder,1.528633900955172e+19,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.007769441930577159,,1.0,BCH64_45_no_slip_t476,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,15286339009551721455,True,1.6668146288795762
event_ls_first,1.528633900955172e+19,True,False,no_alarm_accept_no_slip,False,1.0684000920539072,22,0,1,1,1,1,1,1,64,0,22,1,0.007813208852894604,,1.0,BCH64_45_no_slip_t476,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,15286339009551721455,True,1.6668146288795762
event_ls_adaptive_l2,1.528633900955172e+19,True,False,no_alarm_accept_no_slip,False,1.0684000920539072,22,0,1,1,1,1,1,1,64,0,22,1,0.007813208852894604,,1.0,BCH64_45_no_slip_t476,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,15286339009551721455,True,1.6668146288795762
event_state_sweep_osd,1.528633900955172e+19,True,False,no_alarm_accept_no_slip,False,1.0684000920539072,22,0,1,1,1,1,1,1,64,0,22,1,0.007813208852894604,,1.0,BCH64_45_no_slip_t476,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,15286339009551721455,True,1.6668146288795762
event_state_sweep_chase_bch,1.528633900955172e+19,True,False,no_alarm_accept_no_slip,False,1.0684000920539072,22,0,1,1,1,1,1,1,64,0,22,1,0.007813208852894604,,1.0,BCH64_45_no_slip_t476,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,15286339009551721455,True,1.6668146288795762
normal_code_decoder,2.7759146518270223e+18,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.008251618011854589,,1.0,BCH64_45_no_slip_t477,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,2775914651827022220,True,1.6668146288795762
event_ls_first,2.7759146518270223e+18,True,False,no_alarm_accept_no_slip,False,0.7329478335474432,22,0,1,1,1,1,1,1,64,0,22,1,0.008338505052961409,,1.0,BCH64_45_no_slip_t477,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,2775914651827022220,True,1.6668146288795762
event_ls_adaptive_l2,2.7759146518270223e+18,True,False,no_alarm_accept_no_slip,False,0.7329478335474432,22,0,1,1,1,1,1,1,64,0,22,1,0.008338505052961409,,1.0,BCH64_45_no_slip_t477,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,2775914651827022220,True,1.6668146288795762
event_state_sweep_osd,2.7759146518270223e+18,True,False,no_alarm_accept_no_slip,False,0.7329478335474432,22,0,1,1,1,1,1,1,64,0,22,1,0.008338505052961409,,1.0,BCH64_45_no_slip_t477,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,2775914651827022220,True,1.6668146288795762
event_state_sweep_chase_bch,2.7759146518270223e+18,True,False,no_alarm_accept_no_slip,False,0.7329478335474432,22,0,1,1,1,1,1,1,64,0,22,1,0.008338505052961409,,1.0,BCH64_45_no_slip_t477,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,2775914651827022220,True,1.6668146288795762
normal_code_decoder,1.6540312173181753e+19,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.009037261945195496,,1.0,BCH64_45_no_slip_t478,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16540312173181752486,True,1.6668146288795762
event_ls_first,1.6540312173181753e+19,True,False,no_alarm_accept_no_slip,False,1.103039684523138,22,0,1,1,1,1,1,1,64,0,22,1,0.009085066965781152,,1.0,BCH64_45_no_slip_t478,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16540312173181752486,True,1.6668146288795762
event_ls_adaptive_l2,1.6540312173181753e+19,True,False,no_alarm_accept_no_slip,False,1.103039684523138,22,0,1,1,1,1,1,1,64,0,22,1,0.009085066965781152,,1.0,BCH64_45_no_slip_t478,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16540312173181752486,True,1.6668146288795762
event_state_sweep_osd,1.6540312173181753e+19,True,False,no_alarm_accept_no_slip,False,1.103039684523138,22,0,1,1,1,1,1,1,64,0,22,1,0.009085066965781152,,1.0,BCH64_45_no_slip_t478,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16540312173181752486,True,1.6668146288795762
event_state_sweep_chase_bch,1.6540312173181753e+19,True,False,no_alarm_accept_no_slip,False,1.103039684523138,22,0,1,1,1,1,1,1,64,0,22,1,0.009085066965781152,,1.0,BCH64_45_no_slip_t478,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16540312173181752486,True,1.6668146288795762
normal_code_decoder,1.6495917331339076e+19,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.010689308983273804,,1.0,BCH64_45_no_slip_t479,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16495917331339076348,True,1.6668146288795762
event_ls_first,1.6495917331339076e+19,True,False,no_alarm_accept_no_slip,False,1.0422557425030112,22,0,1,1,1,1,1,1,64,0,22,1,0.010745599051006138,,1.0,BCH64_45_no_slip_t479,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16495917331339076348,True,1.6668146288795762
event_ls_adaptive_l2,1.6495917331339076e+19,True,False,no_alarm_accept_no_slip,False,1.0422557425030112,22,0,1,1,1,1,1,1,64,0,22,1,0.010745599051006138,,1.0,BCH64_45_no_slip_t479,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16495917331339076348,True,1.6668146288795762
event_state_sweep_osd,1.6495917331339076e+19,True,False,no_alarm_accept_no_slip,False,1.0422557425030112,22,0,1,1,1,1,1,1,64,0,22,1,0.010745599051006138,,1.0,BCH64_45_no_slip_t479,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16495917331339076348,True,1.6668146288795762
event_state_sweep_chase_bch,1.6495917331339076e+19,True,False,no_alarm_accept_no_slip,False,1.0422557425030112,22,0,1,1,1,1,1,1,64,0,22,1,0.010745599051006138,,1.0,BCH64_45_no_slip_t479,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16495917331339076348,True,1.6668146288795762
normal_code_decoder,8.516252559272793e+18,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.008548749960027635,,1.0,BCH64_45_no_slip_t480,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8516252559272792783,True,1.6668146288795762
event_ls_first,8.516252559272793e+18,True,False,no_alarm_accept_no_slip,False,0.7675909290719679,22,0,1,1,1,1,1,1,64,0,22,1,0.008603832917287946,,1.0,BCH64_45_no_slip_t480,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8516252559272792783,True,1.6668146288795762
event_ls_adaptive_l2,8.516252559272793e+18,True,False,no_alarm_accept_no_slip,False,0.7675909290719679,22,0,1,1,1,1,1,1,64,0,22,1,0.008603832917287946,,1.0,BCH64_45_no_slip_t480,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8516252559272792783,True,1.6668146288795762
event_state_sweep_osd,8.516252559272793e+18,True,False,no_alarm_accept_no_slip,False,0.7675909290719679,22,0,1,1,1,1,1,1,64,0,22,1,0.008603832917287946,,1.0,BCH64_45_no_slip_t480,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8516252559272792783,True,1.6668146288795762
event_state_sweep_chase_bch,8.516252559272793e+18,True,False,no_alarm_accept_no_slip,False,0.7675909290719679,22,0,1,1,1,1,1,1,64,0,22,1,0.008603832917287946,,1.0,BCH64_45_no_slip_t480,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8516252559272792783,True,1.6668146288795762
normal_code_decoder,1.9939895864368727e+18,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.007993828970938921,,1.0,BCH64_45_no_slip_t481,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,1993989586436872755,True,1.6668146288795762
event_ls_first,1.9939895864368727e+18,True,False,no_alarm_accept_no_slip,False,0.8374922993963756,22,0,1,1,1,1,1,1,64,0,22,1,0.008038511965423822,,1.0,BCH64_45_no_slip_t481,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,1993989586436872755,True,1.6668146288795762
event_ls_adaptive_l2,1.9939895864368727e+18,True,False,no_alarm_accept_no_slip,False,0.8374922993963756,22,0,1,1,1,1,1,1,64,0,22,1,0.008038511965423822,,1.0,BCH64_45_no_slip_t481,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,1993989586436872755,True,1.6668146288795762
event_state_sweep_osd,1.9939895864368727e+18,True,False,no_alarm_accept_no_slip,False,0.8374922993963756,22,0,1,1,1,1,1,1,64,0,22,1,0.008038511965423822,,1.0,BCH64_45_no_slip_t481,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,1993989586436872755,True,1.6668146288795762
event_state_sweep_chase_bch,1.9939895864368727e+18,True,False,no_alarm_accept_no_slip,False,0.8374922993963756,22,0,1,1,1,1,1,1,64,0,22,1,0.008038511965423822,,1.0,BCH64_45_no_slip_t481,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,1993989586436872755,True,1.6668146288795762
normal_code_decoder,1.0445534393787212e+19,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.008584770024754107,,1.0,BCH64_45_no_slip_t482,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,10445534393787212255,True,1.6668146288795762
event_ls_first,1.0445534393787212e+19,True,False,no_alarm_accept_no_slip,False,1.0761737151321336,22,0,1,1,1,1,1,1,64,0,22,1,0.008633540011942387,,1.0,BCH64_45_no_slip_t482,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,10445534393787212255,True,1.6668146288795762
event_ls_adaptive_l2,1.0445534393787212e+19,True,False,no_alarm_accept_no_slip,False,1.0761737151321336,22,0,1,1,1,1,1,1,64,0,22,1,0.008633540011942387,,1.0,BCH64_45_no_slip_t482,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,10445534393787212255,True,1.6668146288795762
event_state_sweep_osd,1.0445534393787212e+19,True,False,no_alarm_accept_no_slip,False,1.0761737151321336,22,0,1,1,1,1,1,1,64,0,22,1,0.008633540011942387,,1.0,BCH64_45_no_slip_t482,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,10445534393787212255,True,1.6668146288795762
event_state_sweep_chase_bch,1.0445534393787212e+19,True,False,no_alarm_accept_no_slip,False,1.0761737151321336,22,0,1,1,1,1,1,1,64,0,22,1,0.008633540011942387,,1.0,BCH64_45_no_slip_t482,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,10445534393787212255,True,1.6668146288795762
normal_code_decoder,9.709255172910486e+18,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.0069531690096482635,,1.0,BCH64_45_no_slip_t483,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,9709255172910486141,True,1.6668146288795762
event_ls_first,9.709255172910486e+18,True,False,no_alarm_accept_no_slip,False,1.101848832335714,22,0,1,1,1,1,1,1,64,0,22,1,0.006985700922086835,,1.0,BCH64_45_no_slip_t483,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,9709255172910486141,True,1.6668146288795762
event_ls_adaptive_l2,9.709255172910486e+18,True,False,no_alarm_accept_no_slip,False,1.101848832335714,22,0,1,1,1,1,1,1,64,0,22,1,0.006985700922086835,,1.0,BCH64_45_no_slip_t483,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,9709255172910486141,True,1.6668146288795762
event_state_sweep_osd,9.709255172910486e+18,True,False,no_alarm_accept_no_slip,False,1.101848832335714,22,0,1,1,1,1,1,1,64,0,22,1,0.006985700922086835,,1.0,BCH64_45_no_slip_t483,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,9709255172910486141,True,1.6668146288795762
event_state_sweep_chase_bch,9.709255172910486e+18,True,False,no_alarm_accept_no_slip,False,1.101848832335714,22,0,1,1,1,1,1,1,64,0,22,1,0.006985700922086835,,1.0,BCH64_45_no_slip_t483,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,9709255172910486141,True,1.6668146288795762
normal_code_decoder,8.889132745931079e+18,True,False,best_marginal_chase_candidate,False,,22,0,1,1,2,2,2,2,128,0,22,1,0.0072625590255483985,,1.0,BCH64_45_no_slip_t484,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8889132745931078519,True,1.6668146288795762
event_ls_first,8.889132745931079e+18,True,False,no_alarm_accept_no_slip,False,1.082214988120973,22,0,1,1,2,2,2,2,128,0,22,1,0.0073005290469154716,,1.0,BCH64_45_no_slip_t484,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8889132745931078519,True,1.6668146288795762
event_ls_adaptive_l2,8.889132745931079e+18,True,False,no_alarm_accept_no_slip,False,1.082214988120973,22,0,1,1,2,2,2,2,128,0,22,1,0.0073005290469154716,,1.0,BCH64_45_no_slip_t484,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8889132745931078519,True,1.6668146288795762
event_state_sweep_osd,8.889132745931079e+18,True,False,no_alarm_accept_no_slip,False,1.082214988120973,22,0,1,1,2,2,2,2,128,0,22,1,0.0073005290469154716,,1.0,BCH64_45_no_slip_t484,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8889132745931078519,True,1.6668146288795762
event_state_sweep_chase_bch,8.889132745931079e+18,True,False,no_alarm_accept_no_slip,False,1.082214988120973,22,0,1,1,2,2,2,2,128,0,22,1,0.0073005290469154716,,1.0,BCH64_45_no_slip_t484,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8889132745931078519,True,1.6668146288795762
normal_code_decoder,3.9390899592228434e+18,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.009406416094861925,,1.0,BCH64_45_no_slip_t485,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,3939089959222843437,True,1.6668146288795762
event_ls_first,3.9390899592228434e+18,True,False,no_alarm_accept_no_slip,False,1.0543117065807655,22,0,1,1,1,1,1,1,64,0,22,1,0.009454324026592076,,1.0,BCH64_45_no_slip_t485,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,3939089959222843437,True,1.6668146288795762
event_ls_adaptive_l2,3.9390899592228434e+18,True,False,no_alarm_accept_no_slip,False,1.0543117065807655,22,0,1,1,1,1,1,1,64,0,22,1,0.009454324026592076,,1.0,BCH64_45_no_slip_t485,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,3939089959222843437,True,1.6668146288795762
event_state_sweep_osd,3.9390899592228434e+18,True,False,no_alarm_accept_no_slip,False,1.0543117065807655,22,0,1,1,1,1,1,1,64,0,22,1,0.009454324026592076,,1.0,BCH64_45_no_slip_t485,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,3939089959222843437,True,1.6668146288795762
event_state_sweep_chase_bch,3.9390899592228434e+18,True,False,no_alarm_accept_no_slip,False,1.0543117065807655,22,0,1,1,1,1,1,1,64,0,22,1,0.009454324026592076,,1.0,BCH64_45_no_slip_t485,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,3939089959222843437,True,1.6668146288795762
normal_code_decoder,9.834655264964244e+17,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.0077304010046646,,1.0,BCH64_45_no_slip_t486,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,983465526496424437,True,1.6668146288795762
event_ls_first,9.834655264964244e+17,True,False,no_alarm_accept_no_slip,False,0.9944657001706134,22,0,1,1,1,1,1,1,64,0,22,1,0.007781145046465099,,1.0,BCH64_45_no_slip_t486,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,983465526496424437,True,1.6668146288795762
event_ls_adaptive_l2,9.834655264964244e+17,True,False,no_alarm_accept_no_slip,False,0.9944657001706134,22,0,1,1,1,1,1,1,64,0,22,1,0.007781145046465099,,1.0,BCH64_45_no_slip_t486,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,983465526496424437,True,1.6668146288795762
event_state_sweep_osd,9.834655264964244e+17,True,False,no_alarm_accept_no_slip,False,0.9944657001706134,22,0,1,1,1,1,1,1,64,0,22,1,0.007781145046465099,,1.0,BCH64_45_no_slip_t486,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,983465526496424437,True,1.6668146288795762
event_state_sweep_chase_bch,9.834655264964244e+17,True,False,no_alarm_accept_no_slip,False,0.9944657001706134,22,0,1,1,1,1,1,1,64,0,22,1,0.007781145046465099,,1.0,BCH64_45_no_slip_t486,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,983465526496424437,True,1.6668146288795762
normal_code_decoder,1.1332607781613468e+19,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.007697899010963738,,1.0,BCH64_45_no_slip_t487,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,11332607781613467757,True,1.6668146288795762
event_ls_first,1.1332607781613468e+19,True,False,no_alarm_accept_no_slip,False,1.079605699540741,22,0,1,1,1,1,1,1,64,0,22,1,0.007737674983218312,,1.0,BCH64_45_no_slip_t487,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,11332607781613467757,True,1.6668146288795762
event_ls_adaptive_l2,1.1332607781613468e+19,True,False,no_alarm_accept_no_slip,False,1.079605699540741,22,0,1,1,1,1,1,1,64,0,22,1,0.007737674983218312,,1.0,BCH64_45_no_slip_t487,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,11332607781613467757,True,1.6668146288795762
event_state_sweep_osd,1.1332607781613468e+19,True,False,no_alarm_accept_no_slip,False,1.079605699540741,22,0,1,1,1,1,1,1,64,0,22,1,0.007737674983218312,,1.0,BCH64_45_no_slip_t487,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,11332607781613467757,True,1.6668146288795762
event_state_sweep_chase_bch,1.1332607781613468e+19,True,False,no_alarm_accept_no_slip,False,1.079605699540741,22,0,1,1,1,1,1,1,64,0,22,1,0.007737674983218312,,1.0,BCH64_45_no_slip_t487,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,11332607781613467757,True,1.6668146288795762
normal_code_decoder,3.08183891790334e+18,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.007861796068027616,,1.0,BCH64_45_no_slip_t488,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,3081838917903340086,True,1.6668146288795762
event_ls_first,3.08183891790334e+18,True,False,no_alarm_accept_no_slip,False,0.8754998455410419,22,0,1,1,1,1,1,1,64,0,22,1,0.007911513093858957,,1.0,BCH64_45_no_slip_t488,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,3081838917903340086,True,1.6668146288795762
event_ls_adaptive_l2,3.08183891790334e+18,True,False,no_alarm_accept_no_slip,False,0.8754998455410419,22,0,1,1,1,1,1,1,64,0,22,1,0.007911513093858957,,1.0,BCH64_45_no_slip_t488,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,3081838917903340086,True,1.6668146288795762
event_state_sweep_osd,3.08183891790334e+18,True,False,no_alarm_accept_no_slip,False,0.8754998455410419,22,0,1,1,1,1,1,1,64,0,22,1,0.007911513093858957,,1.0,BCH64_45_no_slip_t488,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,3081838917903340086,True,1.6668146288795762
event_state_sweep_chase_bch,3.08183891790334e+18,True,False,no_alarm_accept_no_slip,False,0.8754998455410419,22,0,1,1,1,1,1,1,64,0,22,1,0.007911513093858957,,1.0,BCH64_45_no_slip_t488,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,3081838917903340086,True,1.6668146288795762
normal_code_decoder,4.203080753860088e+18,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.009560734033584595,,1.0,BCH64_45_no_slip_t489,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,4203080753860087972,True,1.6668146288795762
event_ls_first,4.203080753860088e+18,True,False,no_alarm_accept_no_slip,False,0.9946924134293439,22,0,1,1,1,1,1,1,64,0,22,1,0.009646715014241636,,1.0,BCH64_45_no_slip_t489,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,4203080753860087972,True,1.6668146288795762
event_ls_adaptive_l2,4.203080753860088e+18,True,False,no_alarm_accept_no_slip,False,0.9946924134293439,22,0,1,1,1,1,1,1,64,0,22,1,0.009646715014241636,,1.0,BCH64_45_no_slip_t489,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,4203080753860087972,True,1.6668146288795762
event_state_sweep_osd,4.203080753860088e+18,True,False,no_alarm_accept_no_slip,False,0.9946924134293439,22,0,1,1,1,1,1,1,64,0,22,1,0.009646715014241636,,1.0,BCH64_45_no_slip_t489,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,4203080753860087972,True,1.6668146288795762
event_state_sweep_chase_bch,4.203080753860088e+18,True,False,no_alarm_accept_no_slip,False,0.9946924134293439,22,0,1,1,1,1,1,1,64,0,22,1,0.009646715014241636,,1.0,BCH64_45_no_slip_t489,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,4203080753860087972,True,1.6668146288795762
normal_code_decoder,1.6448291367066153e+19,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.008912608958780766,,1.0,BCH64_45_no_slip_t490,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16448291367066153390,True,1.6668146288795762
event_ls_first,1.6448291367066153e+19,True,False,no_alarm_accept_no_slip,False,1.1415663509074072,22,0,1,1,1,1,1,1,64,0,22,1,0.008963473956100643,,1.0,BCH64_45_no_slip_t490,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16448291367066153390,True,1.6668146288795762
event_ls_adaptive_l2,1.6448291367066153e+19,True,False,no_alarm_accept_no_slip,False,1.1415663509074072,22,0,1,1,1,1,1,1,64,0,22,1,0.008963473956100643,,1.0,BCH64_45_no_slip_t490,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16448291367066153390,True,1.6668146288795762
event_state_sweep_osd,1.6448291367066153e+19,True,False,no_alarm_accept_no_slip,False,1.1415663509074072,22,0,1,1,1,1,1,1,64,0,22,1,0.008963473956100643,,1.0,BCH64_45_no_slip_t490,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16448291367066153390,True,1.6668146288795762
event_state_sweep_chase_bch,1.6448291367066153e+19,True,False,no_alarm_accept_no_slip,False,1.1415663509074072,22,0,1,1,1,1,1,1,64,0,22,1,0.008963473956100643,,1.0,BCH64_45_no_slip_t490,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,16448291367066153390,True,1.6668146288795762
normal_code_decoder,1.4229006969612319e+19,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.00663975696079433,,1.0,BCH64_45_no_slip_t491,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,14229006969612318434,True,1.6668146288795762
event_ls_first,1.4229006969612319e+19,True,False,no_alarm_accept_no_slip,False,0.7943174403020999,22,0,1,1,1,1,1,1,64,0,22,1,0.006703914958052337,,1.0,BCH64_45_no_slip_t491,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,14229006969612318434,True,1.6668146288795762
event_ls_adaptive_l2,1.4229006969612319e+19,True,False,no_alarm_accept_no_slip,False,0.7943174403020999,22,0,1,1,1,1,1,1,64,0,22,1,0.006703914958052337,,1.0,BCH64_45_no_slip_t491,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,14229006969612318434,True,1.6668146288795762
event_state_sweep_osd,1.4229006969612319e+19,True,False,no_alarm_accept_no_slip,False,0.7943174403020999,22,0,1,1,1,1,1,1,64,0,22,1,0.006703914958052337,,1.0,BCH64_45_no_slip_t491,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,14229006969612318434,True,1.6668146288795762
event_state_sweep_chase_bch,1.4229006969612319e+19,True,False,no_alarm_accept_no_slip,False,0.7943174403020999,22,0,1,1,1,1,1,1,64,0,22,1,0.006703914958052337,,1.0,BCH64_45_no_slip_t491,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,14229006969612318434,True,1.6668146288795762
normal_code_decoder,1.7704493868061495e+19,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.008091543917544186,,1.0,BCH64_45_no_slip_t492,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,17704493868061494282,True,1.6668146288795762
event_ls_first,1.7704493868061495e+19,True,False,no_alarm_accept_no_slip,False,0.9600767242687899,22,0,1,1,1,1,1,1,64,0,22,1,0.008136774995364249,,1.0,BCH64_45_no_slip_t492,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,17704493868061494282,True,1.6668146288795762
event_ls_adaptive_l2,1.7704493868061495e+19,True,False,no_alarm_accept_no_slip,False,0.9600767242687899,22,0,1,1,1,1,1,1,64,0,22,1,0.008136774995364249,,1.0,BCH64_45_no_slip_t492,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,17704493868061494282,True,1.6668146288795762
event_state_sweep_osd,1.7704493868061495e+19,True,False,no_alarm_accept_no_slip,False,0.9600767242687899,22,0,1,1,1,1,1,1,64,0,22,1,0.008136774995364249,,1.0,BCH64_45_no_slip_t492,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,17704493868061494282,True,1.6668146288795762
event_state_sweep_chase_bch,1.7704493868061495e+19,True,False,no_alarm_accept_no_slip,False,0.9600767242687899,22,0,1,1,1,1,1,1,64,0,22,1,0.008136774995364249,,1.0,BCH64_45_no_slip_t492,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,17704493868061494282,True,1.6668146288795762
normal_code_decoder,8.841524152461788e+18,True,False,best_marginal_chase_candidate,False,,22,0,1,1,1,1,1,1,64,0,22,1,0.008047785027883947,,1.0,BCH64_45_no_slip_t493,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8841524152461788327,True,1.6668146288795762
event_ls_first,8.841524152461788e+18,True,False,no_alarm_accept_no_slip,False,0.9073604479461245,22,0,1,1,1,1,1,1,64,0,22,1,0.008086429093964398,,1.0,BCH64_45_no_slip_t493,BCH64_45,extended_bch,64,45,0.703125,no_slip,8.0,no_slip,8841524152461788327,True,1.6668146288795762
