code_id,family,candidate,baseline,paired_trials,eligible_work_pairs,candidate_bler,candidate_bler_low,candidate_bler_high,candidate_cap_rate,candidate_minus_baseline_error_rate,error_diff_low,error_diff_high,baseline_to_candidate_wall_median_ratio,wall_ratio_low,wall_ratio_high,baseline_to_candidate_component_median_ratio,component_ratio_low,component_ratio_high,baseline_to_candidate_p99_wall_ratio,mcnemar
BCH64_45,extended_bch,event_ls_first,event_state_sweep_osd,200,200,0.005,0.0008831687156009814,0.02777370439789293,0.0,-0.71,-0.77,-0.645,17.327379623697492,16.703547288330412,17.811903631954305,5.839285714285714,4.892307692307693,6.625,10.620823090613284,"{""a_only_errors"": 0, ""b_only_errors"": 142, ""discordant"": 142, ""p_a_better"": 1.793662034335766e-43}"
BCH64_45,extended_bch,event_ls_adaptive_l2,event_state_sweep_osd,200,194,0.005,0.0008831687156009814,0.02777370439789293,0.03,-0.71,-0.77,-0.645,17.794929072526205,17.54614071235865,18.239472293588115,6.117647058823529,5.052711223203026,6.625,0.7287386096416282,"{""a_only_errors"": 0, ""b_only_errors"": 142, ""discordant"": 142, ""p_a_better"": 1.793662034335766e-43}"
BCH64_45,extended_bch,event_ls_first,event_state_sweep_chase_bch,200,200,0.005,0.0008831687156009814,0.02777370439789293,0.0,0.0,0.0,0.0,7.330374285001196,7.0508869712626865,7.575173400629682,4.64572102425876,3.8923076923076922,5.270833333333333,4.170899866778985,"{""a_only_errors"": 0, ""b_only_errors"": 0, ""discordant"": 0, ""p_a_better"": 1.0}"
BCH64_45,extended_bch,event_ls_adaptive_l2,event_state_sweep_chase_bch,200,194,0.005,0.0008831687156009814,0.02777370439789293,0.03,0.0,0.0,0.0,7.506314990865437,7.307622914030253,7.764887405360796,4.867184609692934,3.9227163461538463,5.270833333333333,0.2861826944991943,"{""a_only_errors"": 0, ""b_only_errors"": 0, ""discordant"": 0, ""p_a_better"": 1.0}"
POLAR64_48,polar,event_ls_first,event_state_sweep_osd,200,200,0.01,0.0027466581335444384,0.0357217617161768,0.0,-0.77,-0.825,-0.715,22.156908311894334,21.25635399247168,22.651967696877502,10.379310344827585,7.717948717948718,11.148148148148149,15.278337132485278,"{""a_only_errors"": 0, ""b_only_errors"": 154, ""discordant"": 154, ""p_a_better"": 4.3790577010150533e-47}"
POLAR64_48,polar,event_ls_adaptive_l2,event_state_sweep_osd,200,198,0.01,0.0027466581335444384,0.0357217617161768,0.01,-0.77,-0.825,-0.71,22.462327964707228,21.60037625743744,23.373928809241104,10.20632183908046,7.819500674763833,11.362535612535613,7.416085684323241,"{""a_only_errors"": 0, ""b_only_errors"": 154, ""discordant"": 154, ""p_a_better"": 4.3790577010150533e-47}"
POLAR64_48,polar,event_ls_first,event_state_sweep_polar_scflip,200,200,0.01,0.0027466581335444384,0.0357217617161768,0.0,0.0,0.0,0.0,17.601255004949188,16.677622568869708,18.387370133862923,11.03448275862069,8.313090418353575,11.857549857549825,11.373707994197236,"{""a_only_errors"": 0, ""b_only_errors"": 0, ""discordant"": 0, ""p_a_better"": 1.0}"
POLAR64_48,polar,event_ls_adaptive_l2,event_state_sweep_polar_scflip,200,198,0.01,0.0027466581335444384,0.0357217617161768,0.01,0.0,0.0,0.0,18.030092153395692,17.109731019773687,18.91604611954144,10.850574712643677,8.313090418353575,11.851851851851851,5.520783597194928,"{""a_only_errors"": 0, ""b_only_errors"": 0, ""discordant"": 0, ""p_a_better"": 1.0}"
RANDOM64_48,random_control,event_ls_first,event_state_sweep_osd,200,200,0.03,0.013820314340111346,0.06389429245451925,0.0,-0.75,-0.81,-0.69,7.58483046914499,7.320424476633199,7.845904383152843,4.791614906832298,4.1625,5.414992067689053,5.833980385110814,"{""a_only_errors"": 0, ""b_only_errors"": 150, ""discordant"": 150, ""p_a_better"": 7.006492321624085e-46}"
RANDOM64_48,random_control,event_ls_adaptive_l2,event_state_sweep_osd,200,194,0.03,0.013820314340111346,0.06389429245451925,0.03,-0.75,-0.81,-0.69,7.713348259711376,7.487768642681353,7.836875004504773,4.72364185110664,4.136805555555555,5.33206812285166,0.7024736400770616,"{""a_only_errors"": 0, ""b_only_errors"": 150, ""discordant"": 150, ""p_a_better"": 7.006492321624085e-46}"
