code_id,decoder,trials,false_alarm_rate,false_alarm_low,false_alarm_high,median_wall_overhead_ratio,p99_wall_overhead_ratio,bler
BCH64_45,event_ls_first,10000,0.0,0.0,0.0003688199146187622,1.0078273140088239,1.0071957439845651,0.0
BCH64_45,event_ls_adaptive_l2,10000,0.0,0.0,0.0003688199146187622,1.0078273140088239,1.0071957439845651,0.0
BCH64_45,event_full_code_specific,10000,0.0,0.0,0.0003688199146187622,1.0078273140088239,1.0071957439845651,0.0
BCH64_45,event_posterior_pruned_code_specific,10000,0.0,0.0,0.0003688199146187622,1.0078273140088239,1.0071957439845651,0.0
BCH64_45,event_state_marginal_code_specific,10000,0.0,0.0,0.0003688199146187622,1.0078273140088239,1.0071957439845651,0.0
BCH64_45,event_full_state_osd,10000,0.0,0.0,0.0003688199146187622,1.0078273140088239,1.0071957439845651,0.0
BCH64_45,dqpsk_control,10000,0.0,0.0,0.0003688199146187622,1.056929255300765,1.049274306503391,0.007
POLAR64_48,event_ls_first,10000,0.0002,2.4221845640429864e-05,0.0007222800577237158,1.0052888587895767,1.0110004400594195,0.0005
POLAR64_48,event_ls_adaptive_l2,10000,0.0002,2.4221845640429864e-05,0.0007222800577237158,1.0052888587895767,1.0110004400594195,0.0005
POLAR64_48,event_full_code_specific,10000,0.0002,2.4221845640429864e-05,0.0007222800577237158,1.0052568011487697,1.0079375790309908,0.0007
POLAR64_48,event_posterior_pruned_code_specific,10000,0.0002,2.4221845640429864e-05,0.0007222800577237158,1.0052888587895767,1.0110004400594195,0.0006
POLAR64_48,event_state_marginal_code_specific,10000,0.0002,2.4221845640429864e-05,0.0007222800577237158,1.0052888587895767,1.0079375790309908,0.0007
POLAR64_48,event_full_state_osd,9998,0.0,0.0,0.000368893679747505,1.0052568011487697,1.0079528619023692,0.0005001000200040008
POLAR64_48,dqpsk_control,10000,0.0,0.0,0.0003688199146187622,1.0169773533899662,1.022395204762794,0.061
