code_id,decoder,observed_one_slip_probability,unconditional_bler,mean_wall_seconds,p99_wall_seconds,p999_wall_seconds,p9999_wall_seconds,conditional_slip_bler,conditional_no_slip_bler,conditional_slip_p99_wall_seconds,mean_components_generated
BCH64_45,dqpsk_control,0.000625,0.007160208333333335,0.008046446165065937,0.011814431054517627,0.01718975603580475,0.02282186399679631,0.2633333333333333,0.007,0.013097124447813255,53.99999999999995
BCH64_45,event_full_code_specific,0.000625,7.8125e-06,0.007965056100447123,0.011471010046079755,0.02216896286699921,0.47852927702479064,0.0125,0.0,0.5171674140926915,22.86624999999999
BCH64_45,event_full_state_osd,0.000625,0.0,0.008635965631700653,0.011471010046079755,0.02216896286699921,1.563018688117154,0.0,0.0,1.6441234327550047,24.204999999999995
BCH64_45,event_ls_adaptive_l2,0.000625,4.7916666666666675e-05,0.007765728676895598,0.011369814979843795,0.016812841990031302,0.16108317102771252,0.07666666666666666,0.0,1.0377202576736453,26.414772916666656
BCH64_45,event_ls_first,0.000625,3.7500000000000003e-05,0.007720909680210003,0.011369814979843795,0.016812841990031302,0.06143203587271273,0.06,0.0,1.3719344611035191,24.01625624999999
BCH64_45,event_posterior_pruned_code_specific,0.000625,0.0005041666666666668,0.007698818162748626,0.011369814979843795,0.01799226296134293,0.042484150966629386,0.8066666666666666,0.0,0.052880405655596346,22.04399999999999
BCH64_45,event_state_marginal_code_specific,0.000625,0.0005145833333333335,0.007691794354274294,0.011369814979843795,0.01799226296134293,0.028078246978111565,0.8233333333333334,0.0,0.0327413975005038,22.018499999999992
BCH64_45,normal_code_decoder,0.000625,0.0005250000000000001,0.007625576154599543,0.011266584042459726,0.016416277969256043,0.02537627797573805,0.84,0.0,0.012184744653059168,21.999999999999993
POLAR64_48,dqpsk_control,0.000625,0.06130979166666666,0.0036090523338931798,0.008782456046901643,0.01362910692114383,0.018179211067035794,0.5566666666666666,0.061,0.003352452669059857,40.99999999999997
POLAR64_48,event_full_code_specific,0.000625,0.000743941198224852,0.0036815523072524243,0.008775035035796463,0.015528140007518232,0.17179242498241365,0.07100591715976332,0.0007,0.18890040116384624,9.354374999999997
POLAR64_48,event_full_state_osd,0.000625,0.0005518707908248316,0.004150758433849402,0.008775035035796463,0.015528140007518232,1.0119392109336331,0.08333333333333333,0.0005001000200040008,1.0213691463612486,11.204999999999997
POLAR64_48,event_ls_adaptive_l2,0.000625,0.0007434375,0.003637102739748382,0.008729403023608029,0.013943489990197122,0.3375320570776239,0.39,0.0005,0.39272350376239046,16.948081479166664
POLAR64_48,event_ls_first,0.000625,0.0007413541666666666,0.0036128039506060686,0.008729403023608029,0.013924272963777184,0.14034837298095226,0.38666666666666666,0.0005,0.3385591871547509,12.499662937499997
POLAR64_48,event_posterior_pruned_code_specific,0.000625,0.0011579583333333333,0.003587728126805234,0.008754075970500708,0.013804559013806283,0.026506202993914485,0.8933333333333333,0.0006,0.016121884163003412,9.019870499999998
POLAR64_48,event_state_marginal_code_specific,0.000625,0.0012641458333333333,0.00358434898594703,0.008664793916977942,0.01314980792813003,0.026506202993914485,0.9033333333333333,0.0007,0.009420238590100778,9.004967624999997
POLAR64_48,normal_code_decoder,0.000625,0.0012683125,0.0035587867928833167,0.008589924895204604,0.013062431011348963,0.026419167988933623,0.91,0.0007,0.0033019840694032596,8.999999999999998
