case_id,n,k,rate,family,snr_db,true_slip_prob,model_slip_prob,forced_location_fraction,two_slip_fraction,phase_innovation_std_deg,decoder,trials,errors,bler,bler_wilson_low,bler_wilson_high,cap_rate,certification_rate,median_components_generated,p90_components_generated,mean_components_generated,median_membership_queries,p90_membership_queries,mean_membership_queries,median_latent_queues_touched,p90_latent_queues_touched,mean_latent_queues_touched,median_queue_touch_fraction,p90_queue_touch_fraction,mean_queue_touch_fraction,median_valid_codewords,p90_valid_codewords,mean_valid_codewords,median_unique_candidates,p90_unique_candidates,mean_unique_candidates,median_complete_marginal_candidates,p90_complete_marginal_candidates,mean_complete_marginal_candidates,median_state_word_metric_evals,p90_state_word_metric_evals,mean_state_word_metric_evals,median_bit_metric_accumulations,p90_bit_metric_accumulations,mean_bit_metric_accumulations,median_osd_reprocessings,p90_osd_reprocessings,mean_osd_reprocessings,median_preprocessing_state_metrics,p90_preprocessing_state_metrics,mean_preprocessing_state_metrics,median_wall_seconds,p90_wall_seconds,mean_wall_seconds
PF64_DENSE_EARLY,64,48,0.75,dense,8.0,1.0,0.5,0.2,0.0,0.0,latent_osd_batch_o2_s63,40,0,0.0,0.0,0.08762160119728664,0.0,0.0,3528.0,3528.0,3528.0,0.0,0.0,0.0,63.0,63.0,63.0,1.0,1.0,1.0,2554.5,2630.1,2555.4,2554.5,2630.1,2555.4,2554.5,2630.1,2555.4,160933.5,165696.3,160990.2,10299744.0,10604563.2,10303372.8,3528.0,3528.0,3528.0,63.0,63.0,63.0,1.220031837001443,1.463940416253172,1.256590632267762
PF64_DENSE_EARLY,64,48,0.75,dense,8.0,1.0,0.5,0.2,0.0,0.0,ls_first_valid,40,0,0.0,0.0,0.08762160119728664,0.0,0.0,17.0,151.9,88.25,17.0,149.5,85.475,13.0,63.0,26.4,0.20634920634920634,1.0,0.419047619047619,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,0.0026270385715179145,0.005494230892509222,0.003927896986715496
PF64_DENSE_EARLY,64,48,0.75,dense,8.0,1.0,0.5,0.2,0.0,0.0,ls_list_marginal_L2,40,0,0.0,0.0,0.08762160119728664,0.475,0.0,58303.0,60000.0,38283.675,52279.0,54964.3,34879.875,63.0,63.0,63.0,1.0,1.0,1.0,3.0,4.0,3.05,2.0,2.0,1.525,2.0,2.0,1.525,126.0,126.0,96.075,8064.0,8064.0,6148.8,0.0,0.0,0.0,126.0,126.0,126.0,0.6998243085108697,0.9948856174713001,0.5622257115028333
PF64_DENSE_EARLY,64,48,0.75,dense,8.0,1.0,0.5,0.2,0.0,0.0,ls_list_marginal_L4,40,0,0.0,0.0,0.08762160119728664,0.925,0.0,60000.0,60000.0,57605.75,54537.5,55051.0,52407.225,63.0,63.0,63.0,1.0,1.0,1.0,4.0,6.0,3.825,2.0,3.0,1.85,2.0,3.0,1.85,126.0,189.0,116.55,8064.0,12096.0,7459.2,0.0,0.0,0.0,126.0,126.0,126.0,0.8535724600078538,1.0200503001222387,0.8433551025518682
PF64_DENSE_EARLY,64,48,0.75,dense,8.0,1.0,0.5,0.2,0.0,0.0,ls_list_marginal_L8,40,0,0.0,0.0,0.08762160119728664,1.0,0.0,60000.0,60000.0,60000.0,54553.5,55051.0,54560.525,63.0,63.0,63.0,1.0,1.0,1.0,4.0,6.0,3.875,2.0,3.0,1.875,2.0,3.0,1.875,126.0,189.0,118.125,8064.0,12096.0,7560.0,0.0,0.0,0.0,126.0,126.0,126.0,0.8542643309920095,1.0444864646764471,0.8826684840110829
PF64_DENSE_EARLY,64,48,0.75,dense,8.0,1.0,0.5,0.2,0.0,0.0,lsgrand_certified_v1_bound,40,0,0.0,0.0,0.08762160119728664,0.0,1.0,304.0,1142.4000000000008,771.2,304.0,1142.4000000000008,771.2,63.0,63.0,63.0,1.0,1.0,1.0,1.0,2.0,1.125,1.0,1.0,1.025,0.0,0.0,0.0,304.0,1142.4000000000008,771.2,19456.0,73113.60000000005,49356.8,0.0,0.0,0.0,63.0,63.0,63.0,0.007235705037601292,0.018452384206466388,0.013429612328764051
PF64_DENSE_EARLY,64,48,0.75,dense,8.0,1.0,0.5,0.2,0.0,0.0,plain_osd_batch_o2,40,40,1.0,0.9123783988027135,1.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,3584.0,3584.0,3584.0,56.0,56.0,56.0,1.0,1.0,1.0,0.018907026504166424,0.026858475757762793,0.021048958995379508
PF64_DENSE_MIX,64,48,0.75,dense,7.0,0.1,0.1,,0.0,0.0,latent_osd_batch_o2_s63,40,0,0.0,0.0,0.08762160119728664,0.0,0.0,3528.0,3528.0,3528.0,0.0,0.0,0.0,63.0,63.0,63.0,1.0,1.0,1.0,2548.0,2635.7,2554.425,2548.0,2635.7,2554.425,2548.0,2635.7,2554.425,160524.0,166049.1,160928.775,10273536.0,10627142.4,10299441.6,3528.0,3528.0,3528.0,63.0,63.0,63.0,1.2760274809552357,1.636509221047163,1.299468426220119
PF64_DENSE_MIX,64,48,0.75,dense,7.0,0.1,0.1,,0.0,0.0,ls_first_valid,40,0,0.0,0.0,0.08762160119728664,0.0,0.0,2.0,178.3,57.85,2.0,176.3,56.85,1.0,63.0,10.55,0.015873015873015872,1.0,0.16746031746031742,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,0.0023326414520852268,0.006997482618317008,0.0034673698188271373
PF64_DENSE_MIX,64,48,0.75,dense,7.0,0.1,0.1,,0.0,0.0,ls_list_marginal_L2,40,0,0.0,0.0,0.08762160119728664,0.35,0.0,37536.5,60000.0,36157.825,34745.0,54906.4,33055.075,63.0,63.0,62.3,1.0,1.0,0.9888888888888889,3.0,4.0,2.825,2.0,2.0,1.65,2.0,2.0,1.65,126.0,126.0,103.95,8064.0,8064.0,6652.8,0.0,0.0,0.0,126.0,126.0,126.0,0.533128057490103,1.061553415004164,0.5624420966749313
PF64_DENSE_MIX,64,48,0.75,dense,7.0,0.1,0.1,,0.0,0.0,ls_list_marginal_L4,40,0,0.0,0.0,0.08762160119728664,0.95,0.0,60000.0,60000.0,59713.8,54622.0,55271.1,54385.125,63.0,63.0,63.0,1.0,1.0,1.0,4.0,6.0,3.65,2.0,3.0,1.975,2.0,3.0,1.975,126.0,189.0,124.425,8064.0,12096.0,7963.2,0.0,0.0,0.0,126.0,126.0,126.0,0.8724522310076281,1.2138356921728701,0.9349190733366413
PF64_DENSE_MIX,64,48,0.75,dense,7.0,0.1,0.1,,0.0,0.0,ls_list_marginal_L8,40,0,0.0,0.0,0.08762160119728664,1.0,0.0,60000.0,60000.0,60000.0,54674.5,55271.1,54645.05,63.0,63.0,63.0,1.0,1.0,1.0,4.0,6.0,3.675,2.0,3.0,2.0,2.0,3.0,2.0,126.0,189.0,126.0,8064.0,12096.0,8064.0,0.0,0.0,0.0,126.0,126.0,126.0,0.9067935274797492,1.1890199256944471,0.9417824355623452
PF64_DENSE_MIX,64,48,0.75,dense,7.0,0.1,0.1,,0.0,0.0,lsgrand_certified_v1_bound,40,0,0.0,0.0,0.08762160119728664,0.0,1.0,32.0,1552.0000000000016,567.0,32.0,1552.0000000000016,567.0,1.0,63.0,22.775,0.015873015873015872,1.0,0.36150793650793644,1.0,1.0,1.025,1.0,1.0,1.0,0.0,0.0,0.0,32.0,1552.0000000000016,567.0,2048.0,99328.0000000001,36288.0,0.0,0.0,0.0,63.0,63.0,63.0,0.003134334576316178,0.030711392557714136,0.012218395949457773
PF64_DENSE_MIX,64,48,0.75,dense,7.0,0.1,0.1,,0.0,0.0,plain_osd_batch_o2,40,5,0.125,0.05459500250945401,0.261121198388511,0.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,3584.0,3584.0,3584.0,56.0,56.0,56.0,1.0,1.0,1.0,0.02116392448078841,0.03036928778747097,0.02278146451280918
PF64_DENSE_PHASE,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,latent_osd_batch_o2_s63,20,0,0.0,0.0,0.16112515805281938,0.0,0.0,3528.0,3528.0,3528.0,0.0,0.0,0.0,63.0,63.0,63.0,1.0,1.0,1.0,2570.5,2642.1,2563.55,2570.5,2642.1,2563.55,2570.5,2642.1,2563.55,161941.5,166452.3,161503.65,10364256.0,10652947.2,10336233.6,3528.0,3528.0,3528.0,63.0,63.0,63.0,1.1449770379113033,1.3049398409901187,1.1682491929735987
PF64_DENSE_PHASE,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,ls_first_valid,20,0,0.0,0.0,0.16112515805281938,0.0,0.0,2.0,90.40000000000009,2630.35,2.0,89.3000000000001,2389.05,1.0,63.0,13.45,0.015873015873015872,1.0,0.21349206349206346,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,0.002362284518312663,0.004736106412019581,0.036378513445379214
PF64_DENSE_PHASE,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,ls_list_marginal_L2,20,0,0.0,0.0,0.16112515805281938,0.35,0.0,53831.0,60000.0,38965.95,49384.5,54574.0,35550.4,63.0,63.0,63.0,1.0,1.0,1.0,3.0,4.0,2.9,2.0,2.0,1.65,2.0,2.0,1.65,126.0,126.0,103.95,8064.0,8064.0,6652.8,0.0,0.0,0.0,126.0,126.0,126.0,0.6607367089600302,0.8098305608495139,0.5040702267491725
PF64_DENSE_PHASE,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,ls_list_marginal_L4,20,0,0.0,0.0,0.16112515805281938,0.95,0.0,60000.0,60000.0,59801.45,54502.5,55119.6,54358.85,63.0,63.0,63.0,1.0,1.0,1.0,4.0,6.0,3.75,2.0,3.0,2.0,2.0,3.0,2.0,126.0,189.0,126.0,8064.0,12096.0,8064.0,0.0,0.0,0.0,126.0,126.0,126.0,0.8210422110278159,0.9435064220800996,0.8304321341973264
PF64_DENSE_PHASE,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,ls_list_marginal_L8,20,0,0.0,0.0,0.16112515805281938,1.0,0.0,60000.0,60000.0,60000.0,54502.5,55119.6,54535.2,63.0,63.0,63.0,1.0,1.0,1.0,4.0,6.0,3.75,2.0,3.0,2.0,2.0,3.0,2.0,126.0,189.0,126.0,8064.0,12096.0,8064.0,0.0,0.0,0.0,126.0,126.0,126.0,0.8030074819689617,0.9426351131289267,0.8219213058939203
PF64_DENSE_PHASE,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,lsgrand_certified_v1_bound,20,0,0.0,0.0,0.16112515805281938,0.05,0.95,96.0,579.2,3161.6,96.0,579.2,3161.6,63.0,63.0,51.35,1.0,1.0,0.8150793650793652,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,96.0,579.2,3161.6,6144.0,37068.8,202342.4,0.0,0.0,0.0,63.0,63.0,63.0,0.004475538502447307,0.009825890511274341,0.04623531760298647
PF64_DENSE_PHASE,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,plain_osd_batch_o2,20,7,0.35,0.18119182410108206,0.5671457233147638,0.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,3584.0,3584.0,3584.0,56.0,56.0,56.0,1.0,1.0,1.0,0.01969586353516206,0.031164415355306122,0.021773112134542316
PF64_SPARSE_EARLY,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,latent_osd_batch_o2_s63,40,3,0.075,0.025836025774588198,0.19864233524310543,0.0,0.0,3528.0,3528.0,3528.0,0.0,0.0,0.0,63.0,63.0,63.0,1.0,1.0,1.0,2591.0,2721.3,2602.35,2591.0,2721.3,2602.35,2591.0,2721.3,2602.35,163233.0,171441.9,163948.05,10446912.0,10972281.6,10492675.2,3528.0,3528.0,3528.0,63.0,63.0,63.0,1.1663962244638242,1.2829742040950805,1.1602524966263446
PF64_SPARSE_EARLY,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,ls_first_valid,40,5,0.125,0.05459500250945401,0.261121198388511,0.0,0.0,16.0,81.70000000000002,42.075,16.0,81.70000000000002,41.175,13.0,63.0,19.65,0.20634920634920634,1.0,0.3119047619047619,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,0.0026021215016953647,0.005009085382334891,0.0035909412428736685
PF64_SPARSE_EARLY,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,ls_list_marginal_L2,40,3,0.075,0.025836025774588198,0.19864233524310543,0.0,0.0,715.0,2197.8,1147.325,689.0,2050.7000000000003,1089.875,63.0,63.0,55.85,1.0,1.0,0.8865079365079364,2.0,3.0,2.275,2.0,2.0,2.0,2.0,2.0,2.0,126.0,126.0,126.0,8064.0,8064.0,8064.0,0.0,0.0,0.0,126.0,126.0,126.0,0.012247713981196284,0.0391700420412235,0.02050183169194497
PF64_SPARSE_EARLY,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,ls_list_marginal_L4,40,3,0.075,0.025836025774588198,0.19864233524310543,0.025,0.0,3674.5,11832.2,6256.725,3464.5,10982.2,5805.25,63.0,63.0,63.0,1.0,1.0,1.0,5.0,6.0,4.9,4.0,4.0,3.975,4.0,4.0,3.975,252.0,252.0,250.425,16128.0,16128.0,16027.2,0.0,0.0,0.0,126.0,126.0,126.0,0.05398953199619427,0.165310623543337,0.09141383825335651
PF64_SPARSE_EARLY,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,ls_list_marginal_L8,40,3,0.075,0.025836025774588198,0.19864233524310543,0.025,0.0,10835.0,21042.200000000004,12923.125,10094.5,19454.400000000005,11939.225,63.0,63.0,63.0,1.0,1.0,1.0,9.0,12.0,9.625,8.0,8.0,7.875,8.0,8.0,7.875,504.0,504.0,496.125,32256.0,32256.0,31752.0,0.0,0.0,0.0,126.0,126.0,126.0,0.15340840845601633,0.2956162180635149,0.188643888378283
PF64_SPARSE_EARLY,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,lsgrand_certified_v1_bound,40,3,0.075,0.025836025774588198,0.19864233524310543,0.0,1.0,336.0,4092.800000000002,1457.6,336.0,4092.800000000002,1457.6,63.0,63.0,63.0,1.0,1.0,1.0,1.0,7.400000000000006,2.875,1.0,6.200000000000003,2.425,0.0,0.0,0.0,336.0,4092.800000000002,1457.6,21504.0,261939.20000000013,93286.4,0.0,0.0,0.0,63.0,63.0,63.0,0.008285567979328334,0.12509990454418587,0.03776655539404601
PF64_SPARSE_EARLY,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,plain_osd_batch_o2,40,40,1.0,0.9123783988027135,1.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,3584.0,3584.0,3584.0,56.0,56.0,56.0,1.0,1.0,1.0,0.020287422463297844,0.025680888595525177,0.020853785474901087
PF64_SPARSE_MIX,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,latent_osd_batch_o2_s63,40,2,0.05,0.013820667386148344,0.16503877369140962,0.0,0.0,3528.0,3528.0,3528.0,0.0,0.0,0.0,63.0,63.0,63.0,1.0,1.0,1.0,2585.0,2735.8,2593.6,2585.0,2735.8,2593.6,2585.0,2735.8,2593.6,162855.0,172355.4,163396.8,10422720.0,11030745.6,10457395.2,3528.0,3528.0,3528.0,63.0,63.0,63.0,1.1098811465199105,1.258524073183071,1.1236337015492608
PF64_SPARSE_MIX,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,ls_first_valid,40,2,0.05,0.013820667386148344,0.16503877369140962,0.0,0.0,2.0,32.70000000000011,34.55,2.0,32.60000000000011,33.775,1.0,13.500000000000078,7.375,0.015873015873015872,0.21428571428571552,0.11706349206349205,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,0.0023141480050981045,0.006076798716094345,0.00293982102884911
PF64_SPARSE_MIX,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,ls_list_marginal_L2,40,2,0.05,0.013820667386148344,0.16503877369140962,0.0,0.0,175.5,745.2000000000004,324.85,171.5,714.6000000000004,314.725,63.0,63.0,36.65,1.0,1.0,0.5817460317460317,2.0,2.0,2.05,2.0,2.0,2.0,2.0,2.0,2.0,126.0,126.0,126.0,8064.0,8064.0,8064.0,0.0,0.0,0.0,126.0,126.0,126.0,0.005825065018143505,0.012939029757399119,0.008051966677885502
PF64_SPARSE_MIX,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,ls_list_marginal_L4,40,2,0.05,0.013820667386148344,0.16503877369140962,0.0,0.0,824.5,3002.2000000000035,1681.55,799.0,2810.500000000003,1592.8,63.0,63.0,63.0,1.0,1.0,1.0,4.0,5.0,4.175,4.0,4.0,4.0,4.0,4.0,4.0,252.0,252.0,252.0,16128.0,16128.0,16128.0,0.0,0.0,0.0,126.0,126.0,126.0,0.01329455804079771,0.043013484322000334,0.02478943519818131
PF64_SPARSE_MIX,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,ls_list_marginal_L8,40,2,0.05,0.013820667386148344,0.16503877369140962,0.0,0.0,2530.5,10286.900000000001,5170.8,2436.5,9630.500000000002,4838.225,63.0,63.0,63.0,1.0,1.0,1.0,8.5,10.0,8.65,8.0,8.0,8.0,8.0,8.0,8.0,504.0,504.0,504.0,32256.0,32256.0,32256.0,0.0,0.0,0.0,126.0,126.0,126.0,0.03892075043404475,0.1979561917949468,0.07518176918965765
