case_id,trial_uid,n,k,rate,family,snr_db,true_slip_prob,model_slip_prob,forced_location_fraction,two_slip_fraction,phase_innovation_std_deg,phase_initial_std_deg,assumed_noise_offset_db,true_state_label,model_contains_true_path,state_hypothesis_count,code_replicate,trial_index,transmitted_int,decoder,decoded_correct,decoded_int,success,certified,cap_hit,stop_reason,components_generated,membership_queries,latent_hypotheses_available,latent_queues_touched,valid_codewords,unique_candidates,complete_marginal_candidates,state_word_metric_evals,bit_metric_accumulations,osd_reprocessings,preprocessing_state_metrics,wall_seconds,queue_touch_fraction
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c0_t19,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,0,19,14600591563223199096,ls_list_marginal_L8,True,14600591563223199096,True,False,False,valid_list_complete,8639,8105,63,63,9,8,8,504,32256,0,126,0.09073177597019821,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c0_t19,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,0,19,14600591563223199096,latent_osd_batch_o2_s63,True,14600591563223199096,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2530,2530,2530,159390,10200960,3528,63,1.2239117129938677,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c0_t19,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,0,19,14600591563223199096,plain_osd_batch_o2,False,14452667209645984705,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.024150111945345998,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c0_t19,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,0,19,14600591563223199096,lsgrand_certified_v1_bound,True,14600591563223199096,True,True,False,strict_unseen_codeword_certificate,64,64,63,63,1,1,0,64,4096,0,63,0.0035479479702189565,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t0,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,0,5708244140973342621,ls_first_valid,True,5708244140973342621,True,False,False,valid_list_complete,14,14,63,13,1,1,0,0,0,0,63,0.007558905985206366,0.20634920634920634
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t0,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,0,5708244140973342621,ls_list_marginal_L2,True,5708244140973342621,True,False,False,valid_list_complete,1723,1650,63,63,2,2,2,126,8064,0,126,0.032571836025454104,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t0,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,0,5708244140973342621,ls_list_marginal_L4,True,5708244140973342621,True,False,False,valid_list_complete,9979,9340,63,63,6,4,4,252,16128,0,126,0.1684429340530187,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t0,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,0,5708244140973342621,ls_list_marginal_L8,True,5708244140973342621,True,False,False,valid_list_complete,12730,11865,63,63,10,8,8,504,32256,0,126,0.21221958298701793,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t0,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,0,5708244140973342621,latent_osd_batch_o2_s63,True,5708244140973342621,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2531,2531,2531,159453,10204992,3528,63,1.2795753839891404,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t0,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,0,5708244140973342621,plain_osd_batch_o2,False,5638092887120965178,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.015779448091052473,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t0,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,0,5708244140973342621,lsgrand_certified_v1_bound,True,5708244140973342621,True,True,False,strict_unseen_codeword_certificate,128,128,63,63,1,1,0,128,8192,0,63,0.0034773439401760697,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t1,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,1,6705932893669381461,ls_first_valid,True,6705932893669381461,True,False,False,valid_list_complete,14,14,63,12,1,1,0,0,0,0,63,0.001906116958707571,0.19047619047619047
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t1,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,1,6705932893669381461,ls_list_marginal_L2,True,6705932893669381461,True,False,False,valid_list_complete,623,605,63,63,2,2,2,126,8064,0,126,0.017012633034028113,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t1,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,1,6705932893669381461,ls_list_marginal_L4,True,6705932893669381461,True,False,False,valid_list_complete,821,796,63,63,4,4,4,252,16128,0,126,0.012970360927283764,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t1,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,1,6705932893669381461,ls_list_marginal_L8,True,6705932893669381461,True,False,False,valid_list_complete,5680,5370,63,63,8,8,8,504,32256,0,126,0.09028237394522876,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t1,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,1,6705932893669381461,latent_osd_batch_o2_s63,True,6705932893669381461,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2613,2613,2613,164619,10535616,3528,63,1.1577714249724522,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t1,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,1,6705932893669381461,plain_osd_batch_o2,False,5844030889144614928,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.03579166193958372,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t1,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,1,6705932893669381461,lsgrand_certified_v1_bound,True,6705932893669381461,True,True,False,strict_unseen_codeword_certificate,192,192,63,63,1,1,0,192,12288,0,63,0.007900169002823532,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t2,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,2,9642493355732873279,ls_first_valid,True,9642493355732873279,True,False,False,valid_list_complete,19,19,63,13,1,1,0,0,0,0,63,0.0045660160249099135,0.20634920634920634
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t2,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,2,9642493355732873279,ls_list_marginal_L2,True,9642493355732873279,True,False,False,valid_list_complete,1910,1808,63,63,3,2,2,126,8064,0,126,0.03251921199262142,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t2,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,2,9642493355732873279,ls_list_marginal_L4,True,9642493355732873279,True,False,False,valid_list_complete,7749,7230,63,63,5,4,4,252,16128,0,126,0.09722415695432574,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t2,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,2,9642493355732873279,ls_list_marginal_L8,True,9642493355732873279,True,False,False,valid_list_complete,17055,15765,63,63,9,8,8,504,32256,0,126,0.21734225400723517,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t2,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,2,9642493355732873279,latent_osd_batch_o2_s63,True,9642493355732873279,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2567,2567,2567,161721,10350144,3528,63,1.3310104559641331,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t2,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,2,9642493355732873279,plain_osd_batch_o2,False,14214026426970416494,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.017535567982122302,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t2,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,2,9642493355732873279,lsgrand_certified_v1_bound,True,9642493355732873279,True,True,False,strict_unseen_codeword_certificate,448,448,63,63,1,1,0,448,28672,0,63,0.01306167000439018,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t3,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,3,5375471858767535116,ls_first_valid,False,5388982657649646604,True,False,False,valid_list_complete,12,12,63,9,1,1,0,0,0,0,63,0.004216531990095973,0.14285714285714285
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t3,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,3,5375471858767535116,ls_list_marginal_L2,True,5375471858767535116,True,False,False,valid_list_complete,16,16,63,13,2,2,2,126,8064,0,126,0.0041317109717056155,0.20634920634920634
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t3,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,3,5375471858767535116,ls_list_marginal_L4,True,5375471858767535116,True,False,False,valid_list_complete,1214,1164,63,63,5,4,4,252,16128,0,126,0.02230353804770857,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t3,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,3,5375471858767535116,ls_list_marginal_L8,True,5375471858767535116,True,False,False,valid_list_complete,2401,2282,63,63,9,8,8,504,32256,0,126,0.039490135037340224,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t3,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,3,5375471858767535116,latent_osd_batch_o2_s63,True,5375471858767535116,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2497,2497,2497,157311,10067904,3528,63,1.2653050889493898,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t3,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,3,5375471858767535116,plain_osd_batch_o2,False,5377076170332666201,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.01861778204329312,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t3,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,3,5375471858767535116,lsgrand_certified_v1_bound,True,5375471858767535116,True,True,False,strict_unseen_codeword_certificate,3936,3936,63,63,11,9,0,3936,251904,0,63,0.1428120619384572,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t4,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,4,13550894774401553437,ls_first_valid,False,13573412772538405917,True,False,False,valid_list_complete,9,9,63,8,1,1,0,0,0,0,63,0.0028185290284454823,0.12698412698412698
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t4,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,4,13550894774401553437,ls_list_marginal_L2,True,13550894774401553437,True,False,False,valid_list_complete,13,13,63,12,2,2,2,126,8064,0,126,0.004426448023878038,0.19047619047619047
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t4,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,4,13550894774401553437,ls_list_marginal_L4,True,13550894774401553437,True,False,False,valid_list_complete,2532,2382,63,63,5,4,4,252,16128,0,126,0.05658669793047011,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t4,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,4,13550894774401553437,ls_list_marginal_L8,True,13550894774401553437,True,False,False,valid_list_complete,8835,8183,63,63,11,8,8,504,32256,0,126,0.11485872697085142,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t4,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,4,13550894774401553437,latent_osd_batch_o2_s63,True,13550894774401553437,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2553,2553,2553,160839,10293696,3528,63,1.1016691280528903,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t4,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,4,13550894774401553437,plain_osd_batch_o2,False,13548830483356533412,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.02071284595876932,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t4,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,4,13550894774401553437,lsgrand_certified_v1_bound,True,13550894774401553437,True,True,False,strict_unseen_codeword_certificate,3808,3808,63,63,5,4,0,3808,243712,0,63,0.06964936200529337,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t5,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,5,5200836163845841669,ls_first_valid,True,5200836163845841669,True,False,False,valid_list_complete,17,17,63,13,1,1,0,0,0,0,63,0.0020283990306779742,0.20634920634920634
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t5,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,5,5200836163845841669,ls_list_marginal_L2,True,5200836163845841669,True,False,False,valid_list_complete,611,589,63,63,2,2,2,126,8064,0,126,0.009319675038568676,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t5,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,5,5200836163845841669,ls_list_marginal_L4,True,5200836163845841669,True,False,False,valid_list_complete,2866,2717,63,63,5,4,4,252,16128,0,126,0.03527522902004421,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t5,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,5,5200836163845841669,ls_list_marginal_L8,True,5200836163845841669,True,False,False,valid_list_complete,13647,12703,63,63,9,8,8,504,32256,0,126,0.17217785702086985,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t5,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,5,5200836163845841669,latent_osd_batch_o2_s63,True,5200836163845841669,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2591,2591,2591,163233,10446912,3528,63,1.2168533600633964,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t5,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,5,5200836163845841669,plain_osd_batch_o2,False,4693733271383819901,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.019272956997156143,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t5,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,5,5200836163845841669,lsgrand_certified_v1_bound,True,5200836163845841669,True,True,False,strict_unseen_codeword_certificate,288,288,63,63,1,1,0,288,18432,0,63,0.019031755975447595,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t6,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,6,17880601434538132869,ls_first_valid,True,17880601434538132869,True,False,False,valid_list_complete,14,14,63,13,1,1,0,0,0,0,63,0.002534438972361386,0.20634920634920634
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t6,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,6,17880601434538132869,ls_list_marginal_L2,True,17880601434538132869,True,False,False,valid_list_complete,748,721,63,63,3,2,2,126,8064,0,126,0.01622335403226316,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t6,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,6,17880601434538132869,ls_list_marginal_L4,True,17880601434538132869,True,False,False,valid_list_complete,2727,2588,63,63,5,4,4,252,16128,0,126,0.04709268396254629,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t6,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,6,17880601434538132869,ls_list_marginal_L8,True,17880601434538132869,True,False,False,valid_list_complete,5884,5512,63,63,9,8,8,504,32256,0,126,0.09982740401756018,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t6,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,6,17880601434538132869,latent_osd_batch_o2_s63,True,17880601434538132869,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2822,2822,2822,177786,11378304,3528,63,1.1162607059814036,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t6,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,6,17880601434538132869,plain_osd_batch_o2,False,17901529094716743439,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.018454429926350713,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t6,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,6,17880601434538132869,lsgrand_certified_v1_bound,True,17880601434538132869,True,True,False,strict_unseen_codeword_certificate,128,128,63,63,1,1,0,128,8192,0,63,0.004580223001539707,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t7,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,7,16991954374247335778,ls_first_valid,True,16991954374247335778,True,False,False,valid_list_complete,149,145,63,63,1,1,0,0,0,0,63,0.004777707974426448,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t7,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,7,16991954374247335778,ls_list_marginal_L2,True,16991954374247335778,True,False,False,valid_list_complete,7044,6658,63,63,2,2,2,126,8064,0,126,0.09385089401621372,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t7,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,7,16991954374247335778,ls_list_marginal_L4,True,16991954374247335778,True,False,False,valid_list_complete,18254,17057,63,63,5,4,4,252,16128,0,126,0.24050931306555867,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t7,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,7,16991954374247335778,ls_list_marginal_L8,True,16991954374247335778,True,False,False,valid_list_complete,26932,25011,63,63,9,8,8,504,32256,0,126,0.5728357930202037,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t7,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,7,16991954374247335778,latent_osd_batch_o2_s63,True,16991954374247335778,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2718,2718,2718,171234,10958976,3528,63,1.3938190009212121,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t7,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,7,16991954374247335778,plain_osd_batch_o2,False,3155648139868888772,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.02086193102877587,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t7,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,7,16991954374247335778,lsgrand_certified_v1_bound,True,16991954374247335778,True,True,False,strict_unseen_codeword_certificate,864,864,63,63,1,1,0,864,55296,0,63,0.018688788986764848,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t8,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,8,4020009096172454671,ls_first_valid,True,4020009096172454671,True,False,False,valid_list_complete,14,14,63,13,1,1,0,0,0,0,63,0.0029842499643564224,0.20634920634920634
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t8,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,8,4020009096172454671,ls_list_marginal_L2,False,4018232285381968655,True,False,False,valid_list_complete,22,22,63,21,2,2,2,126,8064,0,126,0.004277590080164373,0.3333333333333333
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t8,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,8,4020009096172454671,ls_list_marginal_L4,False,4018232285381968655,True,False,False,valid_list_complete,2356,2242,63,63,5,4,4,252,16128,0,126,0.04775649402290583,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t8,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,8,4020009096172454671,ls_list_marginal_L8,False,4018232285381968655,True,False,False,valid_list_complete,3995,3766,63,63,11,8,8,504,32256,0,126,0.08432805608026683,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t8,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,8,4020009096172454671,latent_osd_batch_o2_s63,False,4018232285381968655,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2584,2584,2584,162792,10418688,3528,63,1.323747068992816,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t8,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,8,4020009096172454671,plain_osd_batch_o2,False,4018237407527965208,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.032383449957706034,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t8,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,8,4020009096172454671,lsgrand_certified_v1_bound,False,4018232285381968655,True,True,False,strict_unseen_codeword_certificate,7808,7808,63,63,15,12,0,7808,499712,0,63,0.17558308399748057,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t9,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,9,2226675779342266803,ls_first_valid,True,2226675779342266803,True,False,False,valid_list_complete,15,15,63,12,1,1,0,0,0,0,63,0.0020279890159144998,0.19047619047619047
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t9,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,9,2226675779342266803,ls_list_marginal_L2,True,2226675779342266803,True,False,False,valid_list_complete,4455,4164,63,63,2,2,2,126,8064,0,126,0.05939942493569106,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t9,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,9,2226675779342266803,ls_list_marginal_L4,True,2226675779342266803,True,False,False,valid_list_complete,8225,7632,63,63,4,4,4,252,16128,0,126,0.09544292895589024,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t9,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,9,2226675779342266803,ls_list_marginal_L8,True,2226675779342266803,True,False,False,valid_list_complete,11360,10491,63,63,8,8,8,504,32256,0,126,0.16443406895268708,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t9,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,9,2226675779342266803,latent_osd_batch_o2_s63,True,2226675779342266803,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2510,2510,2510,158130,10120320,3528,63,1.1752732039894909,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t9,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,9,2226675779342266803,plain_osd_batch_o2,False,1937660861216463057,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.01463642599992454,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t9,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_1,True,63,1,9,2226675779342266803,lsgrand_certified_v1_bound,True,2226675779342266803,True,True,False,strict_unseen_codeword_certificate,256,256,63,63,1,1,0,256,16384,0,63,0.005016586976125836,1.0
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t10,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,10,10185794593576417174,ls_first_valid,False,10163276595439564694,True,False,False,valid_list_complete,10,10,63,9,1,1,0,0,0,0,63,0.0021425809245556593,0.14285714285714285
PF64_SPARSE_EARLY,PF64_SPARSE_EARLY_c1_t10,64,48,0.75,sparse,8.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_6_3,True,63,1,10,10185794593576417174,ls_list_marginal_L2,True,10185794593576417174,True,False,False,valid_list_complete,14,14,63,13,2,2,2,126,8064,0,126,0.0030477469554170966,0.20634920634920634
