case_id,trial_uid,n,k,rate,family,snr_db,true_slip_prob,model_slip_prob,forced_location_fraction,two_slip_fraction,phase_innovation_std_deg,phase_initial_std_deg,assumed_noise_offset_db,true_state_label,model_contains_true_path,state_hypothesis_count,code_replicate,trial_index,transmitted_int,decoder,decoded_correct,decoded_int,success,certified,cap_hit,stop_reason,components_generated,membership_queries,latent_hypotheses_available,latent_queues_touched,valid_codewords,unique_candidates,complete_marginal_candidates,state_word_metric_evals,bit_metric_accumulations,osd_reprocessings,preprocessing_state_metrics,wall_seconds,queue_touch_fraction
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t12,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,12,1497781878,plain_osd_batch_o2,False,942343681,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.0032856439938768744,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t12,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,12,1497781878,lsgrand_certified_v1_bound,True,1497781878,True,True,False,strict_unseen_codeword_certificate,32,32,31,31,1,1,0,32,1024,0,31,0.0017592250369489193,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t13,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,13,3323562715,ls_first_valid,True,3323562715,True,False,False,valid_list_complete,7,7,31,6,1,1,0,0,0,0,31,0.0012466500047594309,0.1935483870967742
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t13,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,13,3323562715,ls_list_marginal_L2,True,3323562715,True,False,False,valid_list_complete,728,661,31,31,3,2,2,62,1984,0,62,0.01223467302042991,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t13,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,13,3323562715,ls_list_marginal_L4,True,3323562715,True,False,False,valid_list_complete,1997,1749,31,31,5,4,4,124,3968,0,62,0.029161656042560935,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t13,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,13,3323562715,ls_list_marginal_L8,True,3323562715,True,False,False,valid_list_complete,6936,5818,31,31,10,8,8,248,7936,0,62,0.11198706098366529,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t13,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,13,3323562715,latent_osd_batch_o2_s31,True,3323562715,True,False,False,best_marginal_in_osd_union,1736,0,31,31,916,916,916,28396,908672,1736,31,0.12623169494327158,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t13,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,13,3323562715,plain_osd_batch_o2,False,3549359693,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.005202468950301409,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t13,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,13,3323562715,lsgrand_certified_v1_bound,True,3323562715,True,True,False,strict_unseen_codeword_certificate,64,64,31,31,1,1,0,64,2048,0,31,0.002789461985230446,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t14,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,14,2867786275,ls_first_valid,True,2867786275,True,False,False,valid_list_complete,40,39,31,31,1,1,0,0,0,0,31,0.002798484987579286,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t14,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,14,2867786275,ls_list_marginal_L2,True,2867786275,True,False,False,valid_list_complete,839,743,31,31,3,2,2,62,1984,0,62,0.013069770997390151,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t14,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,14,2867786275,ls_list_marginal_L4,True,2867786275,True,False,False,valid_list_complete,5320,4456,31,31,5,4,4,124,3968,0,62,0.08301592397037894,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t14,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,14,2867786275,ls_list_marginal_L8,True,2867786275,True,False,False,valid_list_complete,13081,10658,31,31,12,8,8,248,7936,0,62,0.17516442702617496,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t14,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,14,2867786275,latent_osd_batch_o2_s31,True,2867786275,True,False,False,best_marginal_in_osd_union,1736,0,31,31,945,945,945,29295,937440,1736,31,0.08318267797585577,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t14,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,14,2867786275,plain_osd_batch_o2,False,547926086,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.002932681003585458,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t14,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,14,2867786275,lsgrand_certified_v1_bound,True,2867786275,True,True,False,strict_unseen_codeword_certificate,160,160,31,31,1,1,0,160,5120,0,31,0.0040476140566170216,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t15,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,15,2975476856,ls_first_valid,True,2975476856,True,False,False,valid_list_complete,6,6,31,6,1,1,0,0,0,0,31,0.0016654189676046371,0.1935483870967742
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t15,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,15,2975476856,ls_list_marginal_L2,True,2975476856,True,False,False,valid_list_complete,1077,986,31,31,3,2,2,62,1984,0,62,0.018756381003186107,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t15,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,15,2975476856,ls_list_marginal_L4,True,2975476856,True,False,False,valid_list_complete,1342,1221,31,31,5,4,4,124,3968,0,62,0.01812472997698933,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t15,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,15,2975476856,ls_list_marginal_L8,True,2975476856,True,False,False,valid_list_complete,5911,5117,31,31,9,8,8,248,7936,0,62,0.058385230018757284,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t15,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,15,2975476856,latent_osd_batch_o2_s31,True,2975476856,True,False,False,best_marginal_in_osd_union,1736,0,31,31,960,960,960,29760,952320,1736,31,0.13883617904502898,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t15,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,15,2975476856,plain_osd_batch_o2,False,2953657878,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.004166760016232729,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t15,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,15,2975476856,lsgrand_certified_v1_bound,True,2975476856,True,True,False,strict_unseen_codeword_certificate,32,32,31,31,1,1,0,32,1024,0,31,0.0017677480354905128,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t16,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,16,156561649,ls_first_valid,True,156561649,True,False,False,valid_list_complete,11,11,31,7,1,1,0,0,0,0,31,0.0020539190154522657,0.22580645161290322
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t16,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,16,156561649,ls_list_marginal_L2,True,156561649,True,False,False,valid_list_complete,2111,1855,31,31,4,2,2,62,1984,0,62,0.03622723603621125,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t16,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,16,156561649,ls_list_marginal_L4,True,156561649,True,False,False,valid_list_complete,2929,2550,31,31,6,4,4,124,3968,0,62,0.05082130804657936,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t16,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,16,156561649,ls_list_marginal_L8,True,156561649,True,False,False,valid_list_complete,12544,10444,31,31,11,8,8,248,7936,0,62,0.19434427004307508,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t16,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,16,156561649,latent_osd_batch_o2_s31,True,156561649,True,False,False,best_marginal_in_osd_union,1736,0,31,31,905,905,905,28055,897760,1736,31,0.11159890505950898,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t16,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,16,156561649,plain_osd_batch_o2,False,803021223,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.00655973597895354,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t16,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,16,156561649,lsgrand_certified_v1_bound,True,156561649,True,True,False,strict_unseen_codeword_certificate,160,160,31,31,1,1,0,160,5120,0,31,0.004523343057371676,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t17,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,17,4058414305,ls_first_valid,True,4058414305,True,False,False,valid_list_complete,6,6,31,6,1,1,0,0,0,0,31,0.0034886199282482266,0.1935483870967742
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t17,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,17,4058414305,ls_list_marginal_L2,True,4058414305,True,False,False,valid_list_complete,44,44,31,31,2,2,2,62,1984,0,62,0.0026117439847439528,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t17,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,17,4058414305,ls_list_marginal_L4,True,4058414305,True,False,False,valid_list_complete,1672,1514,31,31,6,4,4,124,3968,0,62,0.030450614052824676,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t17,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,17,4058414305,ls_list_marginal_L8,True,4058414305,True,False,False,valid_list_complete,2803,2507,31,31,11,8,8,248,7936,0,62,0.04901100893039256,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t17,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,17,4058414305,latent_osd_batch_o2_s31,True,4058414305,True,False,False,best_marginal_in_osd_union,1736,0,31,31,954,954,954,29574,946368,1736,31,0.12132512591779232,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t17,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,17,4058414305,plain_osd_batch_o2,False,2968597628,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.004072308074682951,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t17,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,17,4058414305,lsgrand_certified_v1_bound,True,4058414305,True,True,False,strict_unseen_codeword_certificate,44,44,31,31,2,2,0,44,1408,0,31,0.0019543919479474425,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t18,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,18,3459463646,ls_first_valid,True,3459463646,True,False,False,valid_list_complete,8,8,31,7,1,1,0,0,0,0,31,0.001207911060191691,0.22580645161290322
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t18,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,18,3459463646,ls_list_marginal_L2,True,3459463646,True,False,False,valid_list_complete,1362,1240,31,31,4,2,2,62,1984,0,62,0.020058257970958948,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t18,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,18,3459463646,ls_list_marginal_L4,True,3459463646,True,False,False,valid_list_complete,3272,2891,31,31,6,4,4,124,3968,0,62,0.05385323998052627,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t18,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,18,3459463646,ls_list_marginal_L8,True,3459463646,True,False,False,valid_list_complete,9637,8196,31,31,11,8,8,248,7936,0,62,0.13051569904200733,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t18,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,18,3459463646,latent_osd_batch_o2_s31,True,3459463646,True,False,False,best_marginal_in_osd_union,1736,0,31,31,920,920,920,28520,912640,1736,31,0.13894985907245427,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t18,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,18,3459463646,plain_osd_batch_o2,False,1835426488,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.0031461609760299325,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t18,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,18,3459463646,lsgrand_certified_v1_bound,True,3459463646,True,True,False,strict_unseen_codeword_certificate,64,64,31,31,1,1,0,64,2048,0,31,0.002283880952745676,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t19,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,19,4170513934,ls_first_valid,True,4170513934,True,False,False,valid_list_complete,210,196,31,31,1,1,0,0,0,0,31,0.003827893058769405,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t19,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,19,4170513934,ls_list_marginal_L2,True,4170513934,True,False,False,valid_list_complete,9301,7795,31,31,4,2,2,62,1984,0,62,0.14607383904512972,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t19,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,19,4170513934,ls_list_marginal_L4,True,4170513934,True,False,False,valid_list_complete,22182,18034,31,31,6,4,4,124,3968,0,62,0.3373494769912213,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t19,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,19,4170513934,ls_list_marginal_L8,True,4170513934,True,False,True,query_cap_before_list,25000,20216,31,31,6,4,4,124,3968,0,62,0.4507734220242128,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t19,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,19,4170513934,latent_osd_batch_o2_s31,True,4170513934,True,False,False,best_marginal_in_osd_union,1736,0,31,31,968,968,968,30008,960256,1736,31,0.10035228705964983,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t19,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,19,4170513934,plain_osd_batch_o2,False,4039202725,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.004708879045210779,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t19,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_1,True,31,0,19,4170513934,lsgrand_certified_v1_bound,True,4170513934,True,True,False,strict_unseen_codeword_certificate,832,832,31,31,1,1,0,832,26624,0,31,0.013718493981286883,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t20,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,20,1297907746,ls_first_valid,True,1297907746,True,False,False,valid_list_complete,13,13,31,7,1,1,0,0,0,0,31,0.001515435054898262,0.22580645161290322
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t20,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,20,1297907746,ls_list_marginal_L2,True,1297907746,True,False,False,valid_list_complete,55,54,31,31,2,2,2,62,1984,0,62,0.002736818976700306,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t20,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,20,1297907746,ls_list_marginal_L4,True,1297907746,True,False,False,valid_list_complete,192,176,31,31,5,4,4,124,3968,0,62,0.004335090983659029,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t20,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,20,1297907746,ls_list_marginal_L8,True,1297907746,True,False,False,valid_list_complete,1459,1258,31,31,13,8,8,248,7936,0,62,0.024683633004315197,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t20,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,20,1297907746,latent_osd_batch_o2_s31,True,1297907746,True,False,False,best_marginal_in_osd_union,1736,0,31,31,1029,1029,1029,31899,1020768,1736,31,0.09158355207182467,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t20,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,20,1297907746,plain_osd_batch_o2,False,1605907784,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.0038374760188162327,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t20,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,20,1297907746,lsgrand_certified_v1_bound,True,1297907746,True,True,False,strict_unseen_codeword_certificate,384,384,31,31,5,4,0,384,12288,0,31,0.008364888955838978,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t21,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,21,3155509151,ls_first_valid,True,3155509151,True,False,False,valid_list_complete,13,13,31,7,1,1,0,0,0,0,31,0.0017077539814636111,0.22580645161290322
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t21,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,21,3155509151,ls_list_marginal_L2,True,3155509151,True,False,False,valid_list_complete,573,527,31,31,3,2,2,62,1984,0,62,0.010693190968595445,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t21,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,21,3155509151,ls_list_marginal_L4,True,3155509151,True,False,False,valid_list_complete,1901,1682,31,31,5,4,4,124,3968,0,62,0.03502180799841881,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t21,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,21,3155509151,ls_list_marginal_L8,True,3155509151,True,False,False,valid_list_complete,11052,9254,31,31,14,8,8,248,7936,0,62,0.14373897307086736,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t21,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,21,3155509151,latent_osd_batch_o2_s31,True,3155509151,True,False,False,best_marginal_in_osd_union,1736,0,31,31,942,942,942,29202,934464,1736,31,0.12779886508360505,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t21,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,21,3155509151,plain_osd_batch_o2,False,1820289080,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.006053398014046252,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t21,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,21,3155509151,lsgrand_certified_v1_bound,True,3155509151,True,True,False,strict_unseen_codeword_certificate,224,224,31,31,1,1,0,224,7168,0,31,0.00575272599235177,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t22,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,22,1681998845,ls_first_valid,True,1681998845,True,False,False,valid_list_complete,12,12,31,7,1,1,0,0,0,0,31,0.0016808189684525132,0.22580645161290322
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t22,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,22,1681998845,ls_list_marginal_L2,True,1681998845,True,False,False,valid_list_complete,311,286,31,31,2,2,2,62,1984,0,62,0.006366444053128362,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t22,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,22,1681998845,ls_list_marginal_L4,True,1681998845,True,False,False,valid_list_complete,2785,2392,31,31,6,4,4,124,3968,0,62,0.042637915001250803,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t22,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,22,1681998845,ls_list_marginal_L8,True,1681998845,True,False,False,valid_list_complete,4173,3550,31,31,10,8,8,248,7936,0,62,0.05738323600962758,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t22,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,22,1681998845,latent_osd_batch_o2_s31,True,1681998845,True,False,False,best_marginal_in_osd_union,1736,0,31,31,969,969,969,30039,961248,1736,31,0.12271005194634199,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t22,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,22,1681998845,plain_osd_batch_o2,False,3856126635,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.003756467020139098,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t22,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,22,1681998845,lsgrand_certified_v1_bound,True,1681998845,True,True,False,strict_unseen_codeword_certificate,224,224,31,31,1,1,0,224,7168,0,31,0.004346130997873843,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t23,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,23,1740089545,ls_first_valid,True,1740089545,True,False,False,valid_list_complete,8,8,31,7,1,1,0,0,0,0,31,0.0012476181145757437,0.22580645161290322
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t23,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,23,1740089545,ls_list_marginal_L2,True,1740089545,True,False,False,valid_list_complete,1199,1073,31,31,2,2,2,62,1984,0,62,0.019259501015767455,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t23,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,23,1740089545,ls_list_marginal_L4,True,1740089545,True,False,False,valid_list_complete,2240,1975,31,31,6,4,4,124,3968,0,62,0.03545927698723972,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t23,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,23,1740089545,ls_list_marginal_L8,True,1740089545,True,False,False,valid_list_complete,3465,3002,31,31,10,8,8,248,7936,0,62,0.05423662799876183,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t23,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,23,1740089545,latent_osd_batch_o2_s31,True,1740089545,True,False,False,best_marginal_in_osd_union,1736,0,31,31,1125,1125,1125,34875,1116000,1736,31,0.11083402705844492,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t23,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,23,1740089545,plain_osd_batch_o2,False,3828319131,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,1792,56,1,0.004036865080706775,1.0
PF32_SPARSE_EARLY,PF32_SPARSE_EARLY_c0_t23,32,20,0.625,sparse,7.0,1.0,0.5,0.2,0.0,0.0,0.0,0.0,slip_3_3,True,31,0,23,1740089545,lsgrand_certified_v1_bound,True,1740089545,True,True,False,strict_unseen_codeword_certificate,96,96,31,31,1,1,0,96,3072,0,31,0.003563862992450595,1.0
