experiment,config_id,n,k,rate,family,snr_db,true_slip_prob,model_slip_prob,forced_location_fraction,two_slip_fraction,decoder,trials,errors,bler,bler_wilson_low,bler_wilson_high,cap_rate,certification_rate,median_membership_queries,p90_membership_queries,mean_membership_queries,median_residual_patterns_generated,p90_residual_patterns_generated,mean_residual_patterns_generated,median_latent_queues_touched,p90_latent_queues_touched,mean_latent_queues_touched,median_queue_touch_fraction,p90_queue_touch_fraction,mean_queue_touch_fraction,median_valid_witnesses,p90_valid_witnesses,mean_valid_witnesses,median_unique_codewords_seen,p90_unique_codewords_seen,mean_unique_codewords_seen,median_complete_marginal_scores,p90_complete_marginal_scores,mean_complete_marginal_scores,median_state_codeword_likelihoods,p90_state_codeword_likelihoods,mean_state_codeword_likelihoods,median_wall_seconds,p90_wall_seconds,mean_wall_seconds,median_certificate_query_overhead,p90_certificate_query_overhead,mean_certificate_query_overhead
mismatch,M64_DENSE_NOISE,64,56,0.875,dense,7.0,0.5,0.5,0.3,0.0,latent_osd_order2,36,8,0.2222222222222222,0.11716331975796462,0.3808470294611818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.38095238095238093,0.38095238095238093,0.380952380952381,2607.0,2607.0,2607.0,2327.5,2405.5,2322.75,2327.5,2405.5,2322.75,146632.5,151546.5,146333.25,2.0849894105340354,2.420284402964171,2.1223543136891547,,,
mismatch,M64_DENSE_NOISE,64,56,0.875,dense,7.0,0.5,0.5,0.3,0.0,lsgrand_certified,36,8,0.2222222222222222,0.11716331975796462,0.3808470294611818,0.08333333333333333,0.9166666666666666,1728.0,22336.0,9362.5,1728.0,22336.0,9362.5,63.0,63.0,59.138888888888886,1.0,1.0,0.9387125220458555,8.0,88.5,37.52777777777778,7.0,84.5,34.52777777777778,0.0,0.0,0.0,1728.0,22336.0,9362.5,0.01783083047484979,0.6923198039876297,0.4158305045792885,78.48196721311476,277.7458563535912,223.85509142347033
mismatch,M64_DENSE_NOISE,64,56,0.875,dense,7.0,0.5,0.5,0.3,0.0,lsgrand_first_valid,36,10,0.2777777777777778,0.1584833794013461,0.43992489997397105,0.0,0.0,26.0,167.5,55.083333333333336,26.0,167.5,55.083333333333336,4.5,63.0,16.88888888888889,0.07142857142857142,1.0,0.26807760141093473,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,26.0,167.5,55.083333333333336,0.0014282255433499813,0.00219465303234756,0.0015638463955838233,,,
mismatch,M64_DENSE_NOISE,64,56,0.875,dense,7.0,0.5,0.5,0.3,0.0,per_state_grand_sweep,36,10,0.2777777777777778,0.1584833794013461,0.43992489997397105,0.8888888888888888,0.0,16305.0,19138.5,15952.055555555555,16305.0,19138.5,15952.055555555555,63.0,63.0,63.0,1.0,1.0,1.0,61.0,62.5,60.52777777777778,56.0,59.5,55.52777777777778,0.0,0.0,0.0,16305.0,19138.5,15952.055555555555,0.088096356485039,0.10561122151557356,0.08806287812250149,,,
mismatch,M64_DENSE_NOISE,64,56,0.875,dense,7.0,0.5,0.5,0.3,0.0,plain_reliability_grand,36,22,0.6111111111111112,0.44864459096605147,0.75215126934629,0.0,0.0,98.0,403.5,158.16666666666666,98.0,403.5,158.16666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,98.0,403.5,158.16666666666666,0.000631037459243089,0.002382383041549474,0.0009680592758943223,,,
mismatch,M64_SPARSE_TWO_SLIP,64,56,0.875,sparse,7.0,0.8,0.5,,0.15,latent_osd_order2,36,16,0.4444444444444444,0.2954126874008022,0.6041893824430271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.38095238095238093,0.38095238095238093,0.380952380952381,2607.0,2607.0,2607.0,2233.5,2350.0,2244.1944444444443,2233.5,2350.0,2244.1944444444443,140710.5,148050.0,141384.25,1.990884866565466,2.1329039100091904,1.9960218486796495,,,
mismatch,M64_SPARSE_TWO_SLIP,64,56,0.875,sparse,7.0,0.8,0.5,,0.15,lsgrand_certified,36,16,0.4444444444444444,0.2954126874008022,0.6041893824430271,0.027777777777777776,0.9722222222222222,1056.0,10703.0,5156.055555555556,1056.0,10703.0,5156.055555555556,63.0,63.0,59.888888888888886,1.0,1.0,0.9506172839506173,6.5,69.5,31.083333333333332,6.0,62.5,27.805555555555557,0.0,0.0,0.0,1056.0,10703.0,5156.055555555556,0.010961088468320668,0.23839081800542772,0.2955430882510781,19.335242421250122,133.41176470588235,87.19508575335321
mismatch,M64_SPARSE_TWO_SLIP,64,56,0.875,sparse,7.0,0.8,0.5,,0.15,lsgrand_first_valid,36,16,0.4444444444444444,0.2954126874008022,0.6041893824430271,0.0,0.0,57.5,210.0,99.30555555555556,57.5,210.0,99.30555555555556,49.5,63.0,38.97222222222222,0.7857142857142857,1.0,0.6186067019400352,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,57.5,210.0,99.30555555555556,0.0016694599762558937,0.0024287814740091562,0.001872515461097161,,,
mismatch,M64_SPARSE_TWO_SLIP,64,56,0.875,sparse,7.0,0.8,0.5,,0.15,per_state_grand_sweep,36,16,0.4444444444444444,0.2954126874008022,0.6041893824430271,1.0,0.0,40638.0,44660.0,38820.0,40638.0,44660.0,38820.0,63.0,63.0,63.0,1.0,1.0,1.0,28.5,40.5,29.555555555555557,27.0,37.0,27.38888888888889,0.0,0.0,0.0,40638.0,44660.0,38820.0,0.2215735989739187,0.259948723949492,0.21577089903358784,,,
mismatch,M64_SPARSE_TWO_SLIP,64,56,0.875,sparse,7.0,0.8,0.5,,0.15,plain_reliability_grand,36,30,0.8333333333333334,0.6810920568872054,0.9212955240498188,0.0,0.0,490.0,10511.0,3041.1111111111113,490.0,10511.0,3041.1111111111113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,490.0,10511.0,3041.1111111111113,0.0029727770015597343,0.07226495002396405,0.020204485445800755,,,
