n,symbols,apparent_hamming_weight,apparent_error_fraction,hard_grand_log2_rank_lower_bound,latent_family_size,latent_family_log2_size,log2_coordinate_separation_lower_bound,case_id,family,k,rate,code_replicate,trial_id,location_label,location_fraction,tau,direction
32,16,14,0.4375,29.59296391564245,31,4.954196310386875,24.638767605255573,R32_DENSE,dense,24,0.75,1,74,early,0.15,2,1
32,16,14,0.4375,29.59296391564245,31,4.954196310386875,24.638767605255573,R32_DENSE,dense,24,0.75,1,75,early,0.15,2,1
32,16,14,0.4375,29.59296391564245,31,4.954196310386875,24.638767605255573,R32_DENSE,dense,24,0.75,1,76,early,0.15,2,1
32,16,14,0.4375,29.59296391564245,31,4.954196310386875,24.638767605255573,R32_DENSE,dense,24,0.75,1,77,early,0.15,2,1
32,16,14,0.4375,29.59296391564245,31,4.954196310386875,24.638767605255573,R32_DENSE,dense,24,0.75,1,78,early,0.15,2,3
32,16,14,0.4375,29.59296391564245,31,4.954196310386875,24.638767605255573,R32_DENSE,dense,24,0.75,1,79,early,0.15,2,1
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,80,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,81,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,82,late,0.85,14,1
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,83,late,0.85,14,1
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,84,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,85,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,86,late,0.85,14,1
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,87,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,88,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,89,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,90,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,91,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,92,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,93,late,0.85,14,1
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,94,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,95,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,96,late,0.85,14,1
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,97,late,0.85,14,1
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,98,late,0.85,14,3
32,16,2,0.0625,5.044394119358446,31,4.954196310386875,0.09019780897157137,R32_DENSE,dense,24,0.75,1,99,late,0.85,14,3
32,16,8,0.25,22.106253975668807,31,4.954196310386875,17.15205766528193,R32_DENSE,dense,24,0.75,1,100,middle,0.5,8,1
32,16,8,0.25,22.106253975668807,31,4.954196310386875,17.15205766528193,R32_DENSE,dense,24,0.75,1,101,middle,0.5,8,1
