n,symbols,apparent_hamming_weight,apparent_error_fraction,hard_grand_log2_rank_lower_bound,latent_family_size,latent_family_log2_size,log2_coordinate_separation_lower_bound,case_id,family,k,rate,code_replicate,trial_id,location_label,location_fraction,tau,direction
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,194,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,195,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,196,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,197,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,198,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,199,early,0.15,5,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,200,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,201,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,202,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,203,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,204,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,205,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,206,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,207,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,208,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,209,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,210,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,211,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,212,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,213,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,214,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,215,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,216,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,217,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,218,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,0,219,late,0.85,27,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,220,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,221,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,222,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,223,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,224,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,225,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,226,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,227,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,228,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,229,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,230,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,231,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,232,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,233,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,234,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,235,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,236,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,237,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,238,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,0,239,middle,0.5,16,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,240,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,241,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,242,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,243,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,244,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,245,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,246,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,247,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,248,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,249,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,250,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,251,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,252,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,253,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,254,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,255,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,256,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,257,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,258,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,1,259,early,0.15,5,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,260,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,261,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,262,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,263,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,264,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,265,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,266,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,267,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,268,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,269,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,270,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,271,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,272,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,273,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,274,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,275,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,276,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,277,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,278,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,1,279,late,0.85,27,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,280,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,281,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,282,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,283,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,284,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,285,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,286,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,287,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,288,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,289,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,290,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,291,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,292,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,293,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,294,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,295,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,296,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,297,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,298,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,1,299,middle,0.5,16,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,300,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,301,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,302,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,303,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,304,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,305,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,306,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,307,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,308,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,309,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,310,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,311,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,312,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,313,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,314,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,315,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,316,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,317,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,318,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,2,319,early,0.15,5,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,320,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,321,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,322,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,323,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,324,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,325,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,326,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,327,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,328,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,329,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,330,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,331,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,332,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,333,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,334,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,335,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,336,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,337,late,0.85,27,1
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,338,late,0.85,27,3
64,32,5,0.078125,19.373309118932838,63,5.977279923499917,13.39602919543292,R64_DENSE,dense,56,0.875,2,339,late,0.85,27,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,340,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,341,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,342,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,343,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,344,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,345,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,346,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,347,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,348,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,349,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,350,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,351,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,352,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,353,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,354,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,355,middle,0.5,16,3
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,356,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,357,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,358,middle,0.5,16,1
64,32,16,0.25,47.675144414876385,63,5.977279923499917,41.69786449137647,R64_DENSE,dense,56,0.875,2,359,middle,0.5,16,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,360,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,361,early,0.15,10,1
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,362,early,0.15,10,1
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,363,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,364,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,365,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,366,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,367,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,368,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,369,early,0.15,10,1
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,370,early,0.15,10,1
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,371,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,372,early,0.15,10,1
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,373,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,374,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,375,early,0.15,10,1
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,376,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,377,early,0.15,10,1
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,378,early,0.15,10,3
128,64,54,0.421875,123.0116967458599,127,6.9886846867721655,116.02301205908773,R128_SPARSE,sparse,112,0.875,0,379,early,0.15,10,3
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,380,late,0.85,54,1
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,381,late,0.85,54,3
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,382,late,0.85,54,3
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,383,late,0.85,54,3
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,384,late,0.85,54,3
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,385,late,0.85,54,3
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,386,late,0.85,54,1
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,387,late,0.85,54,3
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,388,late,0.85,54,3
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,389,late,0.85,54,1
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,390,late,0.85,54,1
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,391,late,0.85,54,3
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,392,late,0.85,54,1
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,393,late,0.85,54,3
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,394,late,0.85,54,1
128,64,10,0.078125,44.227193307148205,127,6.9886846867721655,37.23850862037604,R128_SPARSE,sparse,112,0.875,0,395,late,0.85,54,3
