experiment,config_id,trial_uid,n,k,rate,family,snr_db,transmitted_int,decoder,decoded_int,decoded_correct,true_slip_prob,model_slip_prob,forced_location_fraction,two_slip_fraction,assumed_noise_offset_db,true_state_label,model_contains_true_path,state_hypothesis_count,code_replicate,trial_index,success,certified,certificate_margin_log,stop_reason,membership_queries,residual_patterns_generated,latent_hypotheses_available,latent_queues_touched,valid_witnesses,unique_codewords_seen,complete_marginal_scores,state_codeword_likelihoods,cap_hit,wall_seconds,winner_partial_logscore,oracle_first_seen_query,certificate_query_overhead,queue_touch_fraction
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t2,32,24,0.75,dense,7.0,1847976195,lsgrand_certified,1785061699.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,2,True,True,0.0025560229974761484,strict_unseen_codeword_certificate,1024,1024,31,31,5,5,0,1024,False,0.0072685269406065345,-14.797149693973463,41.0,24.975609756097562,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t2,32,24,0.75,dense,7.0,1847976195,lsgrand_first_valid,1785061699.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,2,True,False,,first_valid_witness,41,41,31,31,1,1,0,41,False,0.0007153300102800131,-14.797149693973463,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t2,32,24,0.75,dense,7.0,1847976195,per_state_grand_sweep,1785061699.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,2,True,False,,best_fixed_state_codeword,5332,5332,31,31,24,19,0,5332,True,0.025609825970605016,-14.797149693973463,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t2,32,24,0.75,dense,7.0,1847976195,plain_reliability_grand,1320187945.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,2,True,False,,first_valid_witness,113,113,1,1,1,1,0,113,False,0.0006133760325610638,-20.06738233330068,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t2,32,24,0.75,dense,7.0,1847976195,latent_osd_order2,1785061699.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,2,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,924,924,28644,False,0.26449022605083883,-14.797147432087915,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t3,32,24,0.75,dense,7.0,3553661812,lsgrand_certified,3553661812.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,3,True,True,0.1810437203494022,strict_unseen_codeword_certificate,64,64,31,31,1,1,0,64,False,0.000973034999333322,-10.854110737734308,7.0,9.142857142857142,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t3,32,24,0.75,dense,7.0,3553661812,lsgrand_first_valid,3553661812.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,3,True,False,,first_valid_witness,7,7,31,6,1,1,0,7,False,0.0005785280372947454,-10.854110737734308,,,0.1935483870967742
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t3,32,24,0.75,dense,7.0,3553661812,per_state_grand_sweep,3553661812.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,3,True,False,,best_fixed_state_codeword,4680,4680,31,31,22,16,0,4680,True,0.02217136905528605,-10.854110737734308,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t3,32,24,0.75,dense,7.0,3553661812,plain_reliability_grand,3519727888.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,3,True,False,,first_valid_witness,348,348,1,1,1,1,0,348,False,0.0017972959904000163,-23.801416525190348,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t3,32,24,0.75,dense,7.0,3553661812,latent_osd_order2,3553661812.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,3,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,1003,1003,31093,False,0.30148455791641027,-10.845785138771323,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t4,32,24,0.75,dense,7.0,2984049075,lsgrand_certified,2984049075.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,4,True,True,2.9738928069831996,strict_unseen_codeword_certificate,64,64,31,31,1,1,0,64,False,0.0010709449416026473,-8.720549742723396,7.0,9.142857142857142,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t4,32,24,0.75,dense,7.0,2984049075,lsgrand_first_valid,2984049075.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,4,True,False,,first_valid_witness,7,7,31,7,1,1,0,7,False,0.0005537780234590173,-8.720549742723396,,,0.22580645161290322
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t4,32,24,0.75,dense,7.0,2984049075,per_state_grand_sweep,2984049075.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,4,True,False,,best_fixed_state_codeword,4629,4629,31,31,24,17,0,4629,True,0.02266241400502622,-8.720549742723396,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t4,32,24,0.75,dense,7.0,2984049075,plain_reliability_grand,3019481638.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,4,True,False,,first_valid_witness,96,96,1,1,1,1,0,96,False,0.0005286179948598146,-22.505070796920435,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t4,32,24,0.75,dense,7.0,2984049075,latent_osd_order2,2984049075.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,4,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,914,914,28334,False,0.26246849598828703,-8.720462951486825,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t5,32,24,0.75,dense,7.0,872473140,lsgrand_certified,917037620.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,5,True,True,0.00017153389124224816,strict_unseen_codeword_certificate,448,448,31,31,5,4,0,448,False,0.00371628999710083,-10.647966935333272,15.0,29.866666666666667,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t5,32,24,0.75,dense,7.0,872473140,lsgrand_first_valid,872473140.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,5,True,False,,first_valid_witness,7,7,31,6,1,1,0,7,False,0.0006198079790920019,-10.66169019056976,,,0.1935483870967742
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t5,32,24,0.75,dense,7.0,872473140,per_state_grand_sweep,872473140.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,5,True,False,,best_fixed_state_codeword,4277,4277,31,31,26,20,0,4277,True,0.0209567149868235,-10.66169019056976,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t5,32,24,0.75,dense,7.0,872473140,plain_reliability_grand,917207954.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,5,True,False,,first_valid_witness,7,7,1,1,1,1,0,7,False,7.257598917931318e-05,-12.505659372826006,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t5,32,24,0.75,dense,7.0,872473140,latent_osd_order2,917037620.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,5,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,932,932,28892,False,0.29603684099856764,-10.647942186748425,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t6,32,24,0.75,dense,7.0,1939797229,lsgrand_certified,1939797229.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,6,True,True,1.7133541761310926,strict_unseen_codeword_certificate,64,64,31,31,1,1,0,64,False,0.0011256569996476173,-5.807727931978858,8.0,8.0,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t6,32,24,0.75,dense,7.0,1939797229,lsgrand_first_valid,1939797229.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,6,True,False,,first_valid_witness,8,8,31,7,1,1,0,8,False,0.0005672479746863246,-5.807727931978858,,,0.22580645161290322
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t6,32,24,0.75,dense,7.0,1939797229,per_state_grand_sweep,1939797229.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,6,True,False,,best_fixed_state_codeword,4593,4593,31,31,24,18,0,4593,True,0.02266093494836241,-5.807727931978858,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t6,32,24,0.75,dense,7.0,1939797229,plain_reliability_grand,1914236299.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,6,True,False,,first_valid_witness,469,469,1,1,1,1,0,469,False,0.0025513829896226525,-22.80735200378635,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t6,32,24,0.75,dense,7.0,1939797229,latent_osd_order2,1939797229.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,6,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,944,944,29264,False,0.27777925494592637,-5.804986914910452,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t7,32,24,0.75,dense,7.0,3198404242,lsgrand_certified,3198404242.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,7,True,True,6.988668340746074e-05,strict_unseen_codeword_certificate,960,960,31,31,9,7,0,960,False,0.007556835073046386,-9.984977790918526,9.0,106.66666666666667,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t7,32,24,0.75,dense,7.0,3198404242,lsgrand_first_valid,3198404242.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,7,True,False,,first_valid_witness,9,9,31,7,1,1,0,9,False,0.0006079720333218575,-9.988171537579635,,,0.22580645161290322
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t7,32,24,0.75,dense,7.0,3198404242,per_state_grand_sweep,3198404242.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,7,True,False,,best_fixed_state_codeword,4982,4982,31,31,24,18,0,4982,True,0.023799718008376658,-9.988171537579635,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t7,32,24,0.75,dense,7.0,3198404242,plain_reliability_grand,3154550308.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,7,True,False,,first_valid_witness,86,86,1,1,1,1,0,86,False,0.00045660603791475296,-18.11627153486325,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t7,32,24,0.75,dense,7.0,3198404242,latent_osd_order2,3198404242.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,7,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,991,991,30721,False,0.27577810001093894,-9.984977638857425,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t8,32,24,0.75,dense,7.0,1577450707,lsgrand_certified,1577450707.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,8,True,True,0.5679163990758909,strict_unseen_codeword_certificate,64,64,31,31,2,1,0,64,False,0.0009757690131664276,-8.578166781668157,9.0,7.111111111111111,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t8,32,24,0.75,dense,7.0,1577450707,lsgrand_first_valid,1577450707.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,8,True,False,,first_valid_witness,9,9,31,8,1,1,0,9,False,0.0005698039894923568,-9.175045420358455,,,0.25806451612903225
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t8,32,24,0.75,dense,7.0,1577450707,per_state_grand_sweep,1577450707.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,8,True,False,,best_fixed_state_codeword,4960,4960,31,31,23,19,0,4960,True,0.023520857095718384,-9.175045420358455,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t8,32,24,0.75,dense,7.0,1577450707,plain_reliability_grand,1604869705.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,8,True,False,,first_valid_witness,81,81,1,1,1,1,0,81,False,0.0004297930281609297,-16.699039870569287,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t8,32,24,0.75,dense,7.0,1577450707,latent_osd_order2,1577450707.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,8,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,933,933,28923,False,0.2623548930278048,-8.577640943868252,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t9,32,24,0.75,dense,7.0,2151338196,lsgrand_certified,2151338196.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,9,True,True,0.1573155600557623,strict_unseen_codeword_certificate,64,64,31,31,1,1,0,64,False,0.0010147650027647614,-8.205418435403244,8.0,8.0,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t9,32,24,0.75,dense,7.0,2151338196,lsgrand_first_valid,2151338196.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,9,True,False,,first_valid_witness,8,8,31,7,1,1,0,8,False,0.0005268380045890808,-8.205418435403244,,,0.22580645161290322
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t9,32,24,0.75,dense,7.0,2151338196,per_state_grand_sweep,2151338196.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,9,True,False,,best_fixed_state_codeword,3927,3927,31,31,28,22,0,3927,True,0.01940749306231737,-8.205418435403244,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t9,32,24,0.75,dense,7.0,2151338196,plain_reliability_grand,2166404509.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,9,True,False,,first_valid_witness,449,449,1,1,1,1,0,449,False,0.0023685679771006107,-23.424069180109996,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t9,32,24,0.75,dense,7.0,2151338196,latent_osd_order2,2151338196.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,9,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,1050,1050,32550,False,0.2938542360207066,-8.20463833322601,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t10,32,24,0.75,dense,7.0,3300984583,lsgrand_certified,2252011768.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,10,True,True,0.030760224041086914,strict_unseen_codeword_certificate,448,448,31,31,5,4,0,448,False,0.0036866320297122,-8.367647599463645,46.0,9.73913043478261,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t10,32,24,0.75,dense,7.0,3300984583,lsgrand_first_valid,2252011768.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,10,True,False,,first_valid_witness,46,46,31,31,1,1,0,46,False,0.0007492690347135067,-8.367647599463645,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t10,32,24,0.75,dense,7.0,3300984583,per_state_grand_sweep,2252011768.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,10,True,False,,best_fixed_state_codeword,4347,4347,31,31,27,19,0,4347,True,0.02090227499138564,-8.367647599463645,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t10,32,24,0.75,dense,7.0,3300984583,plain_reliability_grand,2255010209.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,10,True,False,,first_valid_witness,149,149,1,1,1,1,0,149,False,0.0008063289569690824,-14.400784510280848,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t10,32,24,0.75,dense,7.0,3300984583,latent_osd_order2,2252011768.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,10,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,962,962,29822,False,0.2694539000513032,-8.36609704274456,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t11,32,24,0.75,dense,7.0,3799232383,lsgrand_certified,3799232383.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,11,True,True,0.3381229115855806,strict_unseen_codeword_certificate,128,128,31,31,1,1,0,128,False,0.0014228069921955466,-13.937361784685658,10.0,12.8,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t11,32,24,0.75,dense,7.0,3799232383,lsgrand_first_valid,3799232383.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,11,True,False,,first_valid_witness,10,10,31,7,1,1,0,10,False,0.0005692000268027186,-13.937361784685658,,,0.22580645161290322
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t11,32,24,0.75,dense,7.0,3799232383,per_state_grand_sweep,3799232383.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,11,True,False,,best_fixed_state_codeword,6318,6318,31,31,18,15,0,6318,True,0.029459870071150362,-13.937361784685658,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t11,32,24,0.75,dense,7.0,3799232383,plain_reliability_grand,3773172330.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,11,True,False,,first_valid_witness,356,356,1,1,1,1,0,356,False,0.001818835036829114,-25.971387768479786,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t11,32,24,0.75,dense,7.0,3799232383,latent_osd_order2,3799232383.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,11,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,919,919,28489,False,0.26043368701357394,-13.936800373319816,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t12,32,24,0.75,dense,7.0,568455019,lsgrand_certified,568455019.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,12,True,True,0.10454995380803567,strict_unseen_codeword_certificate,128,128,31,31,2,2,0,128,False,0.0014648630749434233,-12.387097679260094,9.0,14.222222222222221,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t12,32,24,0.75,dense,7.0,568455019,lsgrand_first_valid,568455019.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,12,True,False,,first_valid_witness,9,9,31,6,1,1,0,9,False,0.0005432839971035719,-12.387097679260094,,,0.1935483870967742
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t12,32,24,0.75,dense,7.0,568455019,per_state_grand_sweep,568455019.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,12,True,False,,best_fixed_state_codeword,4401,4401,31,31,26,21,0,4401,True,0.02100332302507013,-12.387097679260094,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t12,32,24,0.75,dense,7.0,568455019,plain_reliability_grand,561542525.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,12,True,False,,first_valid_witness,56,56,1,1,1,1,0,56,False,0.00030889303889125586,-18.26962468182947,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t12,32,24,0.75,dense,7.0,568455019,latent_osd_order2,568455019.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,12,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,1017,1017,31527,False,0.2789445979287848,-12.382880653467383,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t13,32,24,0.75,dense,7.0,2857636348,lsgrand_certified,2857636348.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,13,True,True,0.7065921753770308,strict_unseen_codeword_certificate,128,128,31,31,2,1,0,128,False,0.0014010750455781817,-12.741974452629778,8.0,16.0,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t13,32,24,0.75,dense,7.0,2857636348,lsgrand_first_valid,2857636348.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,13,True,False,,first_valid_witness,8,8,31,6,1,1,0,8,False,0.0005351499421522021,-12.78637478804445,,,0.1935483870967742
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t13,32,24,0.75,dense,7.0,2857636348,per_state_grand_sweep,2857636348.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,13,True,False,,best_fixed_state_codeword,6368,6368,31,31,18,14,0,6368,True,0.0301315039396286,-12.78637478804445,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t13,32,24,0.75,dense,7.0,2857636348,plain_reliability_grand,2869041236.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,13,True,False,,first_valid_witness,317,317,1,1,1,1,0,317,False,0.0016224340070039034,-25.155460596432555,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t13,32,24,0.75,dense,7.0,2857636348,latent_osd_order2,2857636348.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,13,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,914,914,28334,False,0.2616745400009677,-12.74196894234747,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t14,32,24,0.75,dense,7.0,2290931590,lsgrand_certified,2300165766.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,14,True,True,0.08262687731310514,strict_unseen_codeword_certificate,64,64,31,31,3,2,0,64,False,0.0010538590140640736,-13.38774688059988,24.0,2.6666666666666665,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t14,32,24,0.75,dense,7.0,2290931590,lsgrand_first_valid,2300165766.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,14,True,False,,first_valid_witness,24,24,31,23,1,1,0,24,False,0.0006316909566521645,-13.584244738523038,,,0.7419354838709677
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t14,32,24,0.75,dense,7.0,2290931590,per_state_grand_sweep,2300165766.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,14,True,False,,best_fixed_state_codeword,6143,6143,31,31,18,12,0,6143,True,0.029165611951611936,-13.584244738523038,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t14,32,24,0.75,dense,7.0,2290931590,plain_reliability_grand,3373923868.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,14,True,False,,first_valid_witness,229,229,1,1,1,1,0,229,False,0.0011550040217116475,-24.964719048530412,,,1.0
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t14,32,24,0.75,dense,7.0,2290931590,latent_osd_order2,2300165766.0,False,1.0,0.5,0.2,0.0,0.0,slip_3_3,True,31,0,14,True,False,,best_complete_marginal_score_in_osd_list,0,0,31,16,1295,960,960,29760,False,0.276220679981634,-13.387636376574003,,,0.5161290322580645
performance,P32_DENSE_EARLY,P32_DENSE_EARLY_c0_t15,32,24,0.75,dense,7.0,3962289856,lsgrand_certified,3962289856.0,True,1.0,0.5,0.2,0.0,0.0,slip_3_1,True,31,0,15,True,True,0.4740715401162987,strict_unseen_codeword_certificate,128,128,31,31,1,1,0,128,False,0.0013352780370041728,-10.940078010565621,39.0,3.282051282051282,1.0
