experiment,case_id,trial_id,n,k,rate,family,snr_db,true_label,states,full_cartesian_pairs,oracle_marginal_int,oracle_joint_int,transmitted_int,oracle_tie,oracle_margin_log,certified,ls_decoded_int,ls_matches_marginal,certificate_verified,first_decoded_int,first_matches_marginal,joint_matches_marginal,marginal_error,joint_error,first_error,direct_probability_check,membership_queries,query_fraction_of_cartesian,latent_queues_touched,queue_touch_fraction,valid_witnesses,unique_codewords_seen,certificate_query_overhead,certificate_margin_log,ls_cap_hit,ls_wall_seconds,first_queries,first_wall_seconds
exactness,E12_DENSE,76,12,8,0.6666666666666666,dense,4.0,no_slip,11,45056,3672,3672,3672,False,1.1289673060546814,True,3672,True,True,3672,True,True,False,False,False,True,79,0.0017533735795454545,11,1.0,2,2,15.8,0.013159542660597268,False,0.001771804061718285,5,0.0002491939812898636
exactness,E12_DENSE,77,12,8,0.6666666666666666,dense,4.0,slip_5_1,11,45056,4016,4016,4016,False,0.3088651726136886,True,4016,True,True,4016,True,True,False,False,False,True,196,0.004350142045454545,11,1.0,12,8,12.25,0.0013976010710914366,False,0.007606534985825419,16,0.0003367769531905651
exactness,E12_DENSE,78,12,8,0.6666666666666666,dense,0.0,no_slip,11,45056,438,438,361,False,0.16333111148999357,True,438,True,True,438,True,True,True,True,True,True,1039,0.023060191761363636,11,1.0,56,37,57.72222222222222,2.608527324809984e-05,False,0.11113643099088222,18,0.00036740198265761137
exactness,E12_DENSE,79,12,8,0.6666666666666666,dense,4.0,no_slip,11,45056,2359,2359,2359,False,3.7923406575399543,True,2359,True,True,2359,True,True,False,False,False,True,6,0.00013316761363636363,4,0.36363636363636365,1,1,6.0,0.03120516943031504,False,0.00036839896347373724,1,0.00020362995564937592
exactness,E12_DENSE,80,12,8,0.6666666666666666,dense,4.0,slip_5_1,11,45056,2200,2200,2200,False,0.8851871527807322,True,2200,True,True,2200,True,True,False,False,False,True,22,0.00048828125,11,1.0,1,1,2.0,0.07963218597735988,False,0.00047892099246382713,11,0.0002369179856032133
exactness,E12_DENSE,81,12,8,0.6666666666666666,dense,4.0,no_slip,11,45056,683,683,683,False,2.207908634247194,True,683,True,True,683,True,True,False,False,False,True,29,0.0006436434659090909,11,1.0,1,1,14.5,0.049646932640691865,False,0.0006503330077975988,2,0.00020871590822935104
exactness,E12_DENSE,82,12,8,0.6666666666666666,dense,4.0,no_slip,11,45056,3418,3418,3418,False,4.422780127527563,True,3418,True,True,3418,True,True,False,False,False,True,8,0.0001775568181818182,6,0.5454545454545454,1,1,8.0,0.044110203366605205,False,0.0003554869908839464,1,0.0001908999402076006
exactness,E12_DENSE,83,12,8,0.6666666666666666,dense,6.0,slip_2_1,11,45056,2548,2548,2548,False,1.7488949122689785,True,2548,True,True,2548,True,True,False,False,False,True,11,0.000244140625,11,1.0,1,1,2.75,0.845050920548994,False,0.000385305960662663,4,0.00020610494539141655
exactness,E12_DENSE,84,12,8,0.6666666666666666,dense,2.0,no_slip,11,45056,140,140,741,False,0.4806943925948044,True,140,True,True,140,True,True,True,True,True,True,644,0.014293323863636364,11,1.0,39,24,49.53846153846154,0.002318552182973832,False,0.06051536102313548,13,0.00033567403443157673
exactness,E12_DENSE,85,12,8,0.6666666666666666,dense,4.0,slip_4_1,11,45056,523,523,523,False,0.460563721233088,True,523,True,True,523,True,True,False,False,False,True,65,0.0014426491477272727,11,1.0,6,6,6.5,0.0028360774824456314,False,0.002222926006652415,10,0.00023991905618458986
exactness,E12_DENSE,86,12,8,0.6666666666666666,dense,2.0,no_slip,11,45056,1954,1794,1860,False,0.11431764442841441,True,1954,True,True,1954,True,False,True,True,True,True,175,0.0038840553977272725,11,1.0,11,7,29.166666666666668,0.0006744420841062748,False,0.007455687969923019,6,0.0002501189010217786
exactness,E12_DENSE,87,12,8,0.6666666666666666,dense,2.0,slip_4_3,11,45056,553,553,946,False,0.138713868002311,True,553,True,True,553,True,True,True,True,True,True,260,0.005770596590909091,11,1.0,14,11,17.333333333333332,0.0008938237608564492,False,0.0117584919789806,15,0.00029254204127937555
exactness,E12_DENSE,88,12,8,0.6666666666666666,dense,4.0,no_slip,11,45056,3813,3813,3813,False,2.961251747581331,True,3813,True,True,3813,True,True,False,False,False,True,8,0.0001775568181818182,6,0.5454545454545454,1,1,8.0,0.04688611666875886,False,0.00034706806764006615,1,0.00019678601529449224
exactness,E12_DENSE,89,12,8,0.6666666666666666,dense,0.0,slip_3_1,11,45056,2184,2184,401,False,0.069284359162749,True,2184,True,True,2184,True,True,True,True,True,True,2194,0.04869495738636364,11,1.0,129,72,70.7741935483871,0.00010418631021913427,False,0.5221097620669752,31,0.00046433997340500355
exactness,E12_SPARSE,90,12,8,0.6666666666666666,sparse,6.0,slip_1_3,11,45056,3970,3970,3970,False,3.1764205115992956,True,3970,True,True,3970,True,True,False,False,False,True,22,0.00048828125,11,1.0,1,1,5.5,0.12072338230731461,False,0.0006282019894570112,4,0.00021655496675521135
exactness,E12_SPARSE,91,12,8,0.6666666666666666,sparse,6.0,no_slip,11,45056,1976,1976,1976,False,3.436028894305192,True,1976,True,True,1976,True,True,False,False,False,True,6,0.00013316761363636363,5,0.45454545454545453,1,1,6.0,0.004122787130182104,False,0.00033359299413859844,1,0.00019219203386455774
exactness,E12_SPARSE,92,12,8,0.6666666666666666,sparse,6.0,slip_1_3,11,45056,2229,2229,2634,False,0.0008828771309659089,True,2229,True,True,2229,True,True,True,True,True,True,140,0.003107244318181818,11,1.0,13,9,46.666666666666664,1.0268875412222656e-05,False,0.005972735001705587,3,0.00023308699019253254
exactness,E12_SPARSE,93,12,8,0.6666666666666666,sparse,0.0,slip_3_3,11,45056,1358,1358,995,False,0.11148735938648358,True,1358,True,True,1358,True,True,True,True,True,True,1182,0.026234019886363636,11,1.0,69,47,73.875,2.820923533874975e-05,False,0.19615058205090463,16,0.0004064269596710801
exactness,E12_SPARSE,94,12,8,0.6666666666666666,sparse,2.0,no_slip,11,45056,592,592,2644,False,0.2506267131984323,True,592,True,True,592,True,True,True,True,True,True,76,0.0016867897727272727,11,1.0,6,5,25.333333333333332,0.01275853327238785,False,0.002284068032167852,3,0.00021105108316987753
exactness,E12_SPARSE,95,12,8,0.6666666666666666,sparse,6.0,no_slip,11,45056,2243,2243,2243,False,4.865469470590316,True,2243,True,True,2243,True,True,False,False,False,True,4,8.87784090909091e-05,4,0.36363636363636365,1,1,4.0,0.0526634981079277,False,0.00032911007292568684,1,0.00018794694915413857
exactness,E12_SPARSE,96,12,8,0.6666666666666666,sparse,4.0,slip_5_3,11,45056,1258,1258,235,False,1.695731061283233,True,1258,True,True,1258,True,True,True,True,True,True,33,0.000732421875,11,1.0,3,3,16.5,0.0237113654558474,False,0.0010572689352557063,2,0.0002039320534095168
exactness,E12_SPARSE,97,12,8,0.6666666666666666,sparse,6.0,slip_2_3,11,45056,1349,1349,1349,False,3.447445362492134,True,1349,True,True,1349,True,True,False,False,False,True,11,0.000244140625,11,1.0,1,1,2.2,0.550106101788983,False,0.0003661940572783351,5,0.00020781694911420345
exactness,E12_SPARSE,98,12,8,0.6666666666666666,sparse,2.0,no_slip,11,45056,844,844,844,False,1.716943457496761,True,844,True,True,844,True,True,False,False,False,True,43,0.0009543678977272727,11,1.0,5,5,21.5,0.006860899946655508,False,0.00121482799295336,2,0.00024187704548239708
exactness,E12_SPARSE,99,12,8,0.6666666666666666,sparse,2.0,slip_5_3,11,45056,3833,3833,3833,False,0.0994829386436411,True,3833,True,True,3833,True,True,False,False,False,True,625,0.013871626420454546,11,1.0,35,23,34.72222222222222,0.0002420096653494852,False,0.05612435203511268,18,0.00036926602479070425
exactness,E12_SPARSE,100,12,8,0.6666666666666666,sparse,0.0,no_slip,11,45056,2313,2313,2313,False,2.5546481911681393,True,2313,True,True,2313,True,True,False,False,False,True,25,0.0005548650568181819,11,1.0,1,1,25.0,0.044934062781090134,False,0.0006069899536669254,1,0.0001939820358529687
exactness,E12_SPARSE,101,12,8,0.6666666666666666,sparse,4.0,no_slip,11,45056,2359,2359,2359,False,1.0328629256781063,True,2359,True,True,2359,True,True,False,False,False,True,25,0.0005548650568181819,11,1.0,2,2,12.5,0.0528671093662183,False,0.0007065730169415474,2,0.0001955700572580099
exactness,E12_SPARSE,102,12,8,0.6666666666666666,sparse,2.0,slip_2_1,11,45056,3339,3339,3162,False,0.39523404916657157,True,3339,True,True,3339,True,True,True,True,True,True,125,0.002774325284090909,11,1.0,13,9,31.25,0.006343045782404744,False,0.0058537350269034505,4,0.0002210739767178893
exactness,E12_SPARSE,103,12,8,0.6666666666666666,sparse,0.0,slip_3_3,11,45056,781,781,1827,False,0.46348536353755776,True,781,True,True,781,True,True,True,True,True,True,767,0.01702325994318182,11,1.0,41,31,17.837209302325583,0.0014300320190017146,False,0.0855660910019651,43,0.0005156750557944179
exactness,E12_SPARSE,104,12,8,0.6666666666666666,sparse,6.0,no_slip,11,45056,778,778,778,False,3.665037724062608,True,778,True,True,778,True,True,False,False,False,True,16,0.0003551136363636364,11,1.0,1,1,8.0,0.02487877165046637,False,0.00043320702388882637,2,0.00022778892889618874
exactness,E12_SPARSE,105,12,8,0.6666666666666666,sparse,2.0,no_slip,11,45056,1465,1465,1335,False,0.9203186423322745,True,1465,True,True,1465,True,True,True,True,True,True,80,0.0017755681818181818,11,1.0,7,5,7.2727272727272725,0.011769118560795988,False,0.002438355004414916,11,0.0002521170536056161
exactness,E12_SPARSE,106,12,8,0.6666666666666666,sparse,6.0,no_slip,11,45056,1966,1966,1966,False,1.1106343823902858,True,1966,True,True,1966,True,True,False,False,False,True,30,0.0006658380681818181,11,1.0,4,4,15.0,0.04821419899861734,False,0.0011006939457729459,2,0.00020050397142767906
exactness,E12_SPARSE,107,12,8,0.6666666666666666,sparse,0.0,slip_2_1,11,45056,2799,2064,2064,False,0.0076884109011459145,True,2799,True,True,2799,True,False,True,False,True,True,2144,0.04758522727272727,11,1.0,152,71,268.0,0.00013320979974906777,False,0.5328050280222669,8,0.0003138741012662649
exactness,E12_SPARSE,108,12,8,0.6666666666666666,sparse,2.0,slip_3_1,11,45056,1113,1113,1274,False,0.47586953809857135,True,1113,True,True,1113,True,True,True,True,True,True,156,0.0034623579545454545,11,1.0,9,7,8.210526315789474,0.007405946168141497,False,0.005675978027284145,19,0.0002940830308943987
exactness,E12_SPARSE,109,12,8,0.6666666666666666,sparse,6.0,slip_1_1,11,45056,2959,2959,2656,False,3.0207776168931106,True,2959,True,True,2959,True,True,True,True,True,True,11,0.000244140625,11,1.0,1,1,2.2,0.1203240816823632,False,0.0003373159561306238,5,0.0002094979863613844
exactness,E12_SPARSE,110,12,8,0.6666666666666666,sparse,2.0,slip_1_3,11,45056,3391,3391,3799,False,1.1863336655152654,True,3391,True,True,3391,True,True,True,True,True,True,91,0.002019708806818182,11,1.0,9,8,18.2,0.004138164400343314,False,0.003699591034092009,5,0.0002653730334714055
exactness,E12_SPARSE,111,12,8,0.6666666666666666,sparse,0.0,no_slip,11,45056,811,2541,933,False,0.1330291779327002,True,811,True,True,2541,False,False,True,True,True,True,1266,0.028098366477272728,11,1.0,78,47,25.836734693877553,0.004914238805064031,False,0.2311115040211007,16,0.00048587494529783726
exactness,E12_SPARSE,112,12,8,0.6666666666666666,sparse,2.0,no_slip,11,45056,236,750,2286,False,0.2747443823737452,True,236,True,True,750,False,False,True,True,True,True,123,0.0027299360795454545,11,1.0,6,4,9.461538461538462,0.011002346565883059,False,0.00444170692935586,4,0.000258942018263042
exactness,E12_SPARSE,113,12,8,0.6666666666666666,sparse,4.0,no_slip,11,45056,939,939,995,False,0.73318706919894,True,939,True,True,939,True,True,True,True,True,True,55,0.001220703125,11,1.0,2,2,18.333333333333332,0.005664099755685825,False,0.0014402619563043118,3,0.00021398195531219244
exactness,E12_SPARSE,114,12,8,0.6666666666666666,sparse,6.0,no_slip,11,45056,793,793,793,False,8.676159751440442,True,793,True,True,793,True,True,False,False,False,True,3,6.658380681818181e-05,3,0.2727272727272727,1,1,3.0,0.010336949095710146,False,0.00026459095533937216,1,0.00018376798834651709
exactness,E12_SPARSE,115,12,8,0.6666666666666666,sparse,2.0,slip_4_3,11,45056,2589,2589,2589,False,3.076521441964399,True,2589,True,True,2589,True,True,False,False,False,True,38,0.0008433948863636364,11,1.0,1,1,3.8,0.005430028626285832,False,0.0006944889901205897,10,0.00022908998653292656
exactness,E12_SPARSE,116,12,8,0.6666666666666666,sparse,0.0,no_slip,11,45056,3892,3892,4084,False,0.701778460236973,True,3892,True,True,3892,True,True,True,True,True,True,154,0.00341796875,11,1.0,9,6,17.11111111111111,0.0027284509539740043,False,0.004111883928999305,9,0.0002742600627243519
exactness,E12_SPARSE,117,12,8,0.6666666666666666,sparse,0.0,no_slip,11,45056,3027,3027,3027,False,1.1594277518807772,True,3027,True,True,3027,True,True,False,False,False,True,104,0.0023082386363636365,11,1.0,4,3,20.8,0.007553249118322114,False,0.0025690250331535935,5,0.00025791104417294264
exactness,E12_SPARSE,118,12,8,0.6666666666666666,sparse,0.0,slip_4_3,11,45056,1815,1815,1285,False,0.7684050589254028,True,1815,True,True,1815,True,True,True,True,True,True,71,0.0015758167613636363,11,1.0,7,6,23.666666666666668,0.001649211363369929,False,0.0026227959897369146,3,0.0002173979301005602
exactness,E12_SPARSE,119,12,8,0.6666666666666666,sparse,0.0,no_slip,11,45056,4014,3876,1645,False,0.03291681790473788,True,4014,True,True,3876,False,False,True,True,True,True,1691,0.037531072443181816,11,1.0,121,47,130.07692307692307,4.362295255688764e-05,False,0.299689561012201,10,0.00040466198697686195
